sa2_name,state,pressure_score,erp_change_pct,growth_20yr,years_of_growth,dwellings_2526_fytd,seifa_disadvantage_score,total_dwellings_2023-24,lat,lon
Richmond (South) - Cremorne,VIC,91.3,2.9,0.3526763733558416,19,10.0,1106.0,292.0,-33.8242891,151.2296362
Rowville - Central,VIC,91.2,0.2,-0.0235243001675873,11,52.0,1054.0,284.0,-37.9239267,145.2447672
Kialla,VIC,91.2,3.9,1.3928994082840236,22,57.0,1042.0,472.0,-36.445075,145.4064578
Swansea - Caves Beach,NSW,91.2,1.1,0.1697144401405279,18,35.0,1001.0,272.0,-33.1034838,151.6402053
Unley - Parkside,SA,91.1,1.1,0.1295783317943983,19,34.0,1068.0,268.0,-34.9506574,138.6253274
Sunshine Beach,QLD,91.1,2.5,0.1642164529246168,16,15.0,1058.0,456.0,-26.4051292,153.1117838
Narre Warren - South West,VIC,91.1,1.2,0.2698660530857096,21,33.0,953.0,178.0,-38.0275167,145.3037408
Clayton - Central,VIC,91.1,5.9,0.7034896895535917,21,53.0,983.0,660.0,-41.1626994,146.2322463
Para Hills,SA,91.0,0.8,0.0580813275732016,18,72.0,959.0,332.0,-34.8117394,138.6556036
Castle Hill - Central,NSW,91.0,8.0,0.3901135604542418,19,304.0,1079.0,204.0,-33.7317524,151.0069279
St Agnes - Ridgehaven,SA,90.9,0.2,0.0589163183216342,18,53.0,1024.0,422.0,-34.824665,138.7090736
Glen Iris - East,VIC,90.8,1.8,0.160304333443599,19,36.0,1116.0,216.0,-37.855814,145.0646117
Bowen,QLD,90.8,3.2,0.3714179382210644,19,16.0,919.0,160.0,-20.012125,148.2462901
Kangaroo Flat - Golden Square,VIC,90.7,0.8,0.2757696659322337,21,35.0,952.0,200.0,-36.806233,144.2407867
West End,QLD,90.4,4.0,1.9785019621225048,22,346.0,1051.0,1084.0,-27.4832994,153.0075017
Crows Nest - Waverton,NSW,90.4,1.6,0.1652800887409872,17,17.0,1105.0,88.0,-33.8345848,151.2008593
Cannon Hill,QLD,90.4,2.0,0.9479459045674916,21,17.0,1078.0,100.0,-27.472393,153.0927423
West Wallsend - Barnsley - Killingworth,NSW,90.2,1.0,0.1556589147286821,16,18.0,995.0,388.0,-32.9032721,151.5818517
St Ives,NSW,90.2,1.4,0.2505502971604667,17,32.0,1109.0,220.0,-33.7292063,151.159396
Ipswich - East,QLD,90.1,1.5,0.1601275134870034,19,12.0,910.0,496.0,-27.6064915,152.7760411
Margate - Woody Point,QLD,90.0,1.4,0.1857856536902629,19,85.0,947.0,864.0,-27.2455338,153.1114858
Murarrie,QLD,90.0,2.2,0.8348134991119005,22,2.0,1068.0,176.0,-27.44912,153.1060534
Beachmere - Sandstone Point,QLD,89.9,1.3,0.8971520687802257,22,35.0,962.0,236.0,-27.1303586,153.0520041
Victoria Park - Lathlain - Burswood,WA,89.8,3.4,0.6569978245105149,21,34.0,1049.0,92.0,-37.799123,144.99443
Sydenham - Tempe - St Peters,NSW,89.8,2.0,0.3138740344622697,19,9.0,1056.0,68.0,-33.9147428,151.1661069
Nunawading,VIC,89.8,2.3,0.2372358331774827,18,30.0,1041.0,228.0,-37.820503,145.1751332
Strathmore,VIC,89.8,1.3,0.1831655164611381,18,26.0,1089.0,468.0,-17.442097,142.5765522
Watson,ACT,89.8,1.5,0.8799160985841636,22,8.0,1083.0,146.0,-35.2348235,149.1594458
Raceview,QLD,89.7,2.0,0.6636670416197975,17,24.0,966.0,232.0,-27.6360785,152.7773823
Shellharbour - Oak Flats,NSW,89.7,2.1,0.0776718120145511,17,31.0,981.0,316.0,-34.5651299,150.8191239
Ormiston,QLD,89.7,2.3,0.3456382358655527,21,11.0,1063.0,340.0,-27.5070155,153.259893
Drummoyne - Rodd Point,NSW,89.4,1.8,0.1140289037715897,13,28.0,1090.0,380.0,-33.8520678,151.153689
Surrey Hills (West) - Canterbury,VIC,89.4,0.3,0.0174888735661004,17,25.0,1103.0,196.0,-37.8271881,145.0978326
Glenroy - West,VIC,89.4,2.4,0.4761831355017727,20,16.0,996.0,360.0,-37.7059763,144.9086853
Darra - Sumner,QLD,89.3,2.4,0.3436076119002948,16,7.0,954.0,236.0,-27.568054,152.9542605
Mosman Park - Peppermint Grove,WA,89.2,2.3,0.2049540551338393,18,19.0,1069.0,108.0,-32.0046186,115.7597718
Kingscliff - Fingal Head,NSW,89.1,1.2,0.7830166549378372,22,67.0,1029.0,504.0,-28.2566667,153.5761111
Cranbourne North - East,VIC,89.0,0.7,20.0,22,1.0,1013.0,4.0,-38.1177554,145.3194587
Yass Surrounds,NSW,88.9,1.8,0.5980142874440005,22,46.0,1086.0,260.0,,
Wooloowin - Lutwyche,QLD,88.9,2.4,0.5285372306916971,21,162.0,1070.0,56.0,-27.416809,153.036587
Asquith - Mount Colah,NSW,88.9,1.9,0.2823211727102391,18,14.0,1085.0,252.0,-33.6826776,151.1159283
Labrador,QLD,88.8,0.8,0.3466179411156312,19,17.0,937.0,136.0,-27.9427642,153.3987125
Oatlands - Dundas Valley,NSW,88.8,1.3,0.2620996790883489,18,274.0,1004.0,556.0,-42.3018682,147.3728654
Walkerville,SA,88.5,1.6,0.2239851343624928,21,22.0,1075.0,148.0,-34.8944851,138.6118707
Cloverdale,WA,88.5,2.7,0.5460772104607721,22,43.0,964.0,226.0,-31.9624358,115.9447482
Ringwood,VIC,88.4,1.6,0.2765099798452636,18,152.0,1014.0,244.0,-37.8158726,145.2291113
Kingsbury,VIC,88.4,6.9,1.055710764174199,18,6.0,1012.0,524.0,-37.715569,145.0355601
Wolli Creek,NSW,88.4,4.1,8.995145631067961,21,0.0,1041.0,0.0,-33.9285225,151.1539888
Frenchs Forest - Oxford Falls,NSW,88.3,1.3,0.0709163830821584,18,25.0,1112.0,164.0,-33.7479954,151.2292718
McKail - Willyung,WA,88.3,1.5,0.594668400520156,22,45.0,960.0,176.0,-34.9918242,117.8444264
Eagleby,QLD,88.1,1.8,0.7104698306701646,18,36.0,854.0,92.0,-27.7030065,153.2181428
Doncaster East - North,VIC,88.1,1.1,0.0723981900452488,13,16.0,1059.0,356.0,-37.7934078,145.064092
Putney,NSW,88.1,-0.7,0.0234948604992657,12,31.0,1113.0,244.0,-33.826067,151.1064224
Korora - Emerald Beach,NSW,87.9,1.9,0.6105247510034191,22,50.0,1053.0,160.0,-30.2584535,153.1340791
Wantirna,VIC,87.8,0.8,-0.0069227636758517,14,37.0,1045.0,2828.0,-37.8523357,145.2259721
Glendale - Cardiff - Hillsborough,NSW,87.7,0.8,0.1063153310104529,18,35.0,1017.0,260.0,-23.242033,150.4568404
Flemington,VIC,87.6,5.2,0.2761656746031746,16,2.0,929.0,80.0,-37.7867587,144.9193668
Yeronga,QLD,87.6,1.6,0.4943541724042963,22,14.0,1072.0,140.0,-27.5133345,153.0117745
Tweed Heads,NSW,87.4,1.3,0.2509697895850476,22,105.0,973.0,228.0,-28.1786639,153.5369986
Grafton,NSW,87.4,0.6,0.0651939073133844,13,18.0,907.0,72.0,-29.69125,152.9333435
Raymond Terrace,NSW,87.4,0.8,0.1215997647404793,17,19.0,897.0,124.0,-32.7610569,151.7462299
Taigum - Fitzgibbon,QLD,87.4,2.4,1.3338962235185754,22,65.0,991.0,92.0,-27.3361653,153.0429009
Albany Creek,QLD,86.9,1.5,0.1423666138404648,16,30.0,1087.0,396.0,-27.353639,152.9684713
Cape York,QLD,86.9,1.9,0.282004277421326,17,8.0,786.0,70.0,-10.6871474,142.5315554
Sunshine North,VIC,86.8,2.4,0.1932436301173776,17,32.0,865.0,1772.0,-37.7639467,144.8361969
Sunnybank Hills,QLD,86.5,2.3,0.2245858433734939,17,20.0,982.0,180.0,-27.5991376,153.0486182
Coburg - East,VIC,86.4,3.1,0.4233160093753184,20,11.0,1027.0,464.0,-27.5325749,153.2744424
Abbotsford,VIC,86.3,2.8,1.4801252710190316,21,1.0,1077.0,632.0,-37.8045508,144.9988542
Redhead,NSW,86.3,-0.6,0.1112099644128113,17,6.0,1043.0,296.0,-33.0111111,151.7077778
Robina - East,QLD,86.1,2.3,0.7747306562193927,22,22.0,1047.0,12.0,-28.0705635,153.3916396
Fremantle - South,WA,86.0,2.2,0.2729255999398179,15,14.0,1023.0,116.0,-32.0737266,115.7589856
Bayswater,VIC,85.8,2.1,0.2401901388759437,20,24.0,1004.0,292.0,-31.909036,115.9039135
Thomastown,VIC,85.7,1.7,-0.0890584113185789,10,38.0,885.0,392.0,-37.6832672,145.0081104
Pascoe Vale South,VIC,85.6,2.3,0.2293598733318254,19,16.0,1069.0,180.0,-37.7434265,144.9384767
Ashwood - Chadstone,VIC,85.5,1.6,0.4442912300055157,21,47.0,1033.0,292.0,-37.866672,145.1022346
Niddrie - Essendon West,VIC,84.4,1.7,0.3424796747967479,21,53.0,1067.0,524.0,-37.7294529,144.8768285
Newtown (Vic.),VIC,84.4,0.5,0.0656777493606138,19,9.0,1073.0,224.0,-38.1469741,144.3430871
Coffs Harbour - South,NSW,84.2,0.2,0.3347393087287639,21,28.0,929.0,208.0,-30.3178121,153.0858034
Sorrento - Marmion,WA,84.0,2.4,0.0831609025519755,14,17.0,1104.0,100.0,-31.8292783,115.745412
Terrigal - North Avoca,NSW,83.8,1.4,0.3026748797569825,21,21.0,1078.0,84.0,-33.4483315,151.4427717
Airport West,VIC,82.9,2.2,0.235781651900543,17,58.0,1026.0,392.0,-37.7222576,144.8834942
South Morang - North,VIC,82.5,1.5,20.0,19,28.0,1051.0,208.0,-37.649244,145.067245
Inala - Richlands,QLD,82.0,1.5,0.5873393268444906,22,65.0,758.0,288.0,-27.5800151,152.9641097
Mundijong,WA,81.6,3.6,0.8459954233409611,22,128.0,1040.0,276.0,-32.2958316,115.9851981
Boyne Island - Tannum Sands,QLD,81.4,1.3,0.3530685001273236,21,29.0,994.0,94.0,-23.951343,151.3693572
Ingleburn,NSW,81.3,0.5,0.1844084166954122,18,81.0,964.0,328.0,-33.9983333,150.8511111
Wurtulla - Birtinya,QLD,81.2,1.6,1.090941833243292,20,179.0,1029.0,1640.0,-26.755654,153.1280208
Burwood (Vic.),VIC,81.0,6.4,0.521105220228385,21,93.0,1010.0,276.0,-37.8494416,145.1199206
Merewether - The Junction,NSW,80.9,0.5,0.1244495064540622,18,21.0,1083.0,284.0,-32.9370537,151.7593876
Bundaberg East - Kalkie,QLD,80.5,0.0,0.4635098852819136,21,17.0,942.0,20.0,-24.8534048,152.3840597
Footscray,VIC,80.5,4.0,0.7948119325551232,21,15.0,987.0,272.0,-37.7981339,144.897345
Lowood,QLD,79.9,1.5,0.5994339029248349,21,32.0,941.0,456.0,-27.4684925,152.5652517
East Bendigo - Kennington,VIC,79.1,0.3,0.1056532366159426,16,21.0,1002.0,228.0,-36.765198,144.2909243
Chirnside Park,VIC,78.9,0.9,0.4199591280653951,21,9.0,1060.0,80.0,-37.9047634,144.6530424
Ashcroft - Busby - Miller,NSW,78.8,0.6,0.0761736049601417,15,60.0,705.0,412.0,-33.915,150.9011111
Thornbury,VIC,78.1,1.9,0.1715424752301108,19,51.0,1048.0,400.0,-37.7549944,144.9985944
Riverview,QLD,77.8,0.2,-0.0212831585441085,11,0.0,773.0,8.0,-33.823207,151.1600134
Coolangatta,QLD,77.7,2.4,0.5673460345591493,22,107.0,1000.0,176.0,-28.1703323,153.5304637
Maddington - Orange Grove - Martin,WA,77.7,3.7,0.5254629629629629,21,25.0,924.0,540.0,-32.0493729,115.982936
Avondale Heights,VIC,76.8,2.0,0.0834811998310097,15,40.0,1008.0,508.0,-37.7614537,144.862141
Mitcham (Vic.),VIC,76.7,0.9,0.2276399915688892,21,83.0,1062.0,224.0,-37.8193282,145.2137064
Sandringham - Black Rock,VIC,76.4,0.9,0.2487355366174738,19,18.0,1094.0,924.0,-37.9621131,145.0188197
South Hurstville - Blakehurst,NSW,76.1,1.7,0.2722933698785502,21,34.0,1011.0,228.0,-33.9811753,151.1084088
Kangaroo Point,QLD,74.9,4.1,1.1271655652795145,22,7.0,1058.0,0.0,-27.473864,153.0367847
Innaloo - Doubleview,WA,72.3,2.1,0.6472774276942963,22,45.0,1047.0,392.0,-31.8937756,115.7957972
Cabramatta - Lansvale,NSW,72.1,1.1,0.0372797684909354,15,39.0,737.0,256.0,-33.9026963,150.9476103
Liverpool - East,NSW,71.5,4.3,1.1674294837679615,22,1.0,849.0,0.0,-37.9201147,145.0693806
Keilor Downs,VIC,70.6,0.4,-0.1470991320237551,2,10.0,965.0,112.0,-37.7205762,144.8047614
Northmead,NSW,68.7,1.8,0.631246712256707,18,25.0,1037.0,268.0,-33.7844423,150.9983289
Minto - St Andrews,NSW,67.5,0.9,0.1116005873715124,10,45.0,941.0,392.0,-34.0316667,150.8511111
Pakenham - South East,VIC,65.8,0.3,0.9446216294578138,22,137.0,948.0,36.0,-38.0806283,145.4863217
Sans Souci - Ramsgate,NSW,63.4,1.2,0.1545864045864045,16,58.0,1030.0,676.0,-33.9842629,151.1373381
Atherton,QLD,62.4,1.6,0.3957932828225715,22,53.0,961.0,312.0,-17.2667108,145.4768923
Phillip,ACT,61.6,12.21800000000003,2.78446261682243,21,0.0,1067.0,3739.0800000000017,-35.3470436,149.091009
Mount Eliza,VIC,61.4,0.7,0.1144984463856481,19,48.0,1104.0,144.0,-38.1837857,145.0892865
Denham Court - Bardia,NSW,59.2,7.9,10.317233809001095,16,41.0,1056.0,308.0,-33.9813889,150.8294444
Karrinyup - Gwelup - Carine,WA,58.4,1.0,0.3871279804245149,21,96.0,1103.0,240.0,-31.8705761,115.7787989
Brunswick Heads - Ocean Shores,NSW,57.4,1.8,0.3200825309491059,22,24.0,1004.0,236.0,-28.5433279,153.5402432
Woonona - Bulli - Russell Vale,NSW,56.1,0.6,0.2084711343196983,19,38.0,1038.0,296.0,-34.3455556,150.9041667
Engadine,NSW,55.4,1.2,0.0377723120168657,17,23.0,1081.0,412.0,-34.0650134,151.0138225
Chelsea - Bonbeach,VIC,54.7,1.8,0.3693421846710923,21,12.0,1043.0,404.0,-38.0623061,145.1268484
Como,WA,54.5,2.4,0.2670481640438722,19,136.0,1062.0,260.0,-34.0032179,151.0631257
Hamilton Hill,WA,53.0,3.5,0.237435346930809,16,49.0,963.0,384.0,-32.0845215,115.7794833
Mulgrave,VIC,52.8,1.4,0.2377300613496932,20,49.0,1038.0,1720.0,-37.9261741,145.1723107
Mudgeeraba - Bonogin,QLD,51.2,1.8,0.4107804142092991,22,18.0,1048.0,336.0,-28.1423755,153.3203015
Ballina,NSW,50.3,0.3,0.1255983724269985,20,18.0,975.0,296.0,-28.8526847,153.4906247
Northcote - East,VIC,49.7,2.3,0.2394706111327364,20,27.0,1064.0,684.0,-34.8984122,138.6093546
Sydney (South) - Haymarket,NSW,49.4,4.8,1.552869116698904,21,0.0,937.0,1344.0,-33.879335,151.2052514
North Lakes,QLD,47.8,0.7,20.0,21,2.0,1044.0,624.0,-27.2381221,153.017699
Darling Heights,QLD,47.5,3.0,0.5389026954693176,21,118.0,952.0,300.0,-27.5959638,151.9319469
Highett (West) - Cheltenham,VIC,46.9,2.6,0.3562849451232139,21,15.0,1071.0,2380.0,-37.9484438,145.04188
Ormond - Glen Huntly,VIC,46.1,4.9,0.3500366434591425,20,24.0,1066.0,368.0,-37.8978381,145.0445142
Shellharbour - Flinders,NSW,45.1,1.8,1.5147347740667976,22,60.0,1045.0,1644.0,-34.5896051,150.8512467
Melbourne CBD - West,VIC,44.4,7.2,9.813159216474132,21,0.0,994.0,0.0,-37.8363839,144.9766624
Echuca,VIC,44.1,-0.2,0.2396970904742925,20,79.0,971.0,196.0,-36.1281405,144.7516955
Laverton,VIC,43.6,2.7,1.6846979583245631,17,44.0,993.0,316.0,-27.9396502,125.4448928
Mandurah,WA,43.4,3.6,0.4123205301263958,19,58.0,859.0,616.0,-32.5302495,115.7208782
Coorparoo,QLD,43.3,2.1,0.3987784237250718,21,23.0,1078.0,316.0,-27.4962028,153.0595973
Quakers Hill,NSW,42.0,1.4,0.3356492203180485,22,31.0,1054.0,164.0,-33.7344444,150.8788889
Trinity Beach - Smithfield,QLD,41.7,3.8,1.5576771135106664,22,19.0,1033.0,584.0,-16.789067,145.700349
Mitcham (SA),SA,41.5,1.1,0.0830039525691699,16,28.0,1087.0,300.0,-35.0200132,138.6159122
McLaren Vale,SA,41.5,4.5,0.7395425509993818,22,55.0,1047.0,244.0,-35.2172617,138.5416998
Paradise Point - Hollywell,QLD,41.4,2.2,0.5222047693845495,22,48.0,1049.0,208.0,-27.8903073,153.3892371
Matraville - Chifley,NSW,41.0,1.6,0.123381323896083,17,33.0,1019.0,628.0,-33.9653292,151.2443668
Pendle Hill - Girraween,NSW,40.7,1.5,0.4726618705035971,20,32.0,996.0,728.0,-33.8079624,150.9434561
Rooty Hill - Minchinbury,NSW,40.3,0.4,0.3205368822157766,20,37.0,972.0,156.0,-33.788834,150.8543367
Karratha,WA,39.2,2.2,0.8041666666666667,19,73.0,1068.0,128.0,-20.7370067,116.8478592
Balgowlah - Clontarf - Seaforth,NSW,38.9,0.2,0.1322237883551989,16,36.0,1114.0,296.0,-33.7943622,151.2644605
Petersham - Stanmore,NSW,38.9,1.4,0.1378768163088267,17,9.0,1069.0,164.0,-33.8962721,151.1592421
St Georges Basin - Erowal Bay,NSW,38.0,0.8,0.3605598866052445,21,55.0,951.0,428.0,-35.118678,150.6052521
Hawthorn East,VIC,37.1,2.5,0.3412065360489429,20,54.0,1091.0,160.0,-37.8313785,145.0499797
Northcote - West,VIC,36.9,2.0,0.3186469242807271,20,5.0,1080.0,80.0,-34.90124,138.60911
Taylor,ACT,36.4,12.21800000000003,20.0,6,103.0,1051.0,832.0,-35.1468038,149.1071989
Morningside - Seven Hills,QLD,36.0,3.1,0.6965509854327335,22,43.0,1070.0,252.0,-27.4615955,153.0754455
Berwick - North,VIC,34.9,1.0,0.2462948415815658,18,55.0,1057.0,212.0,-33.8846288,151.2794788
Phillip Island,VIC,34.4,1.9,0.9755501222493888,22,38.0,1005.0,2452.0,-38.5071781,145.1888103
Carseldine,QLD,34.2,1.3,0.6383992377322535,21,229.0,1066.0,640.0,-27.3481021,153.0226204
Everton Park,QLD,34.1,2.9,0.3982964658021866,20,68.0,1062.0,652.0,-27.4064443,152.9869559
Rokeby,TAS,33.6,2.7,0.8082329317269076,22,68.0,882.0,610.0,-42.8958386,147.4336189
Corinda,QLD,33.6,2.2,0.3102078953515533,20,31.0,1068.0,444.0,-27.5430769,152.9813705
Batemans Bay - South,NSW,33.5,0.4,0.2439994513784117,17,27.0,989.0,328.0,-35.7068297,150.1781933
Pymble,NSW,33.1,1.6,0.1512626586335085,17,39.0,1116.0,196.0,-33.7450185,151.1424708
Noble Park - West,VIC,33.0,0.6,0.216041629284048,16,24.0,853.0,330.0,-37.7962836,144.7932796
Marcoola - Mudjimba,QLD,32.6,1.5,0.8327007299270073,22,9.0,1023.0,620.0,-26.604241,153.0970215
Mooloolaba - Alexandra Headland,QLD,32.3,1.1,0.2422572677180315,22,23.0,1028.0,120.0,-26.674879,153.0972335
Wallsend - Elermore Vale,NSW,31.9,1.4,0.1493059234926353,20,48.0,976.0,772.0,-32.9193517,151.6493564
Tamworth - North,NSW,31.9,0.8,0.2544519782430519,20,69.0,986.0,396.0,-31.0780137,150.9258909
Riverton - Shelley - Rossmoyne,WA,31.2,2.4,0.3024640317512816,19,61.0,1071.0,356.0,-32.0320357,115.8779168
Shortland - Jesmond,NSW,31.1,3.2,0.4771380186282811,21,57.0,930.0,640.0,-32.8816613,151.6871202
Wynnum,QLD,30.8,2.0,0.3833121942380866,22,13.0,1029.0,288.0,-27.4377187,153.1659743
Lambton - New Lambton,NSW,30.7,0.9,0.0979832454235184,18,46.0,1034.0,272.0,-32.9344353,151.7076323
Kingaroy,QLD,30.5,1.0,0.3326071169208424,19,37.0,929.0,116.0,-26.5412563,151.8394231
Highbury - Dernancourt,SA,30.2,1.1,0.0899822280422785,14,61.0,1068.0,228.0,-33.0561723,117.2396552
Essendon (West) - Aberfeldie,VIC,30.1,3.2,0.2560029282576866,20,30.0,1073.0,304.0,-37.7498293,144.9109062
Flagstone (East) - Riverbend,QLD,29.9,1.6,1.9995794785534065,22,160.0,1013.0,32.0,-27.8160216,152.9652865
Redlynch,QLD,29.7,1.3,1.1664953751284686,22,65.0,1057.0,420.0,-16.920676,145.698255
Currumbin - Tugun,QLD,29.7,2.4,0.4142948855125187,20,41.0,1033.0,468.0,-28.1421345,153.4922221
Peakhurst - Lugarno,NSW,29.1,0.7,0.1982416824685399,22,120.0,1043.0,348.0,-33.9616444,151.0590667
Surfers Paradise - South,QLD,28.6,5.0,0.8536746127650225,22,175.0,983.0,536.0,-27.9989899,153.42398
Guildford - South Granville,NSW,28.3,2.6,0.4529684827754703,19,79.0,801.0,344.0,-33.8573915,151.007066
Currans Hill,NSW,28.3,5.8,0.5817049602748551,19,21.0,1021.0,352.0,-34.0463519,150.7712456
Alderley,QLD,28.3,2.0,0.469067969067969,22,19.0,1089.0,76.0,-27.4258161,153.002316
Shepparton Surrounds - West,VIC,28.1,0.1,0.0444555945810336,17,87.0,975.0,252.0,,
Taree,NSW,27.8,0.4,0.050473340854466,17,58.0,879.0,148.0,-31.912864,152.4608481
Craigmore - Blakeview,SA,27.8,0.8,0.6752434486580635,22,48.0,953.0,88.0,-34.6892151,138.7186505
Wentworth Point - Sydney Olympic Park,NSW,27.7,3.1,20.0,22,488.0,1051.0,3739.0800000000017,-33.8268958,151.0774351
Ascot Vale,VIC,27.6,2.7,0.29064472317648,20,16.0,1015.0,164.0,-37.7753252,144.921825
Adamstown - Kotara,NSW,27.4,1.4,0.2053565217391304,21,188.0,1061.0,492.0,-32.9337786,151.7200237
Largs Bay - Semaphore,SA,27.4,1.6,0.1185227598053249,15,123.0,1009.0,752.0,-34.8243551,138.4839532
Bracken Ridge,QLD,26.7,1.9,0.2957217391304347,19,26.0,1024.0,360.0,-27.317662,153.0339358
South Yarra - North,VIC,26.6,5.2,1.7588021044111697,19,134.0,1090.0,156.0,-37.7890566,144.9786383
Willetton,WA,26.4,2.2,0.1305044035228182,15,39.0,1058.0,296.0,-32.0524594,115.8878267
Alphington - Fairfield,VIC,25.8,2.0,0.2286330205427339,20,17.0,1070.0,244.0,-37.7770644,145.0175517
Melbourne CBD - North,VIC,25.6,9.0,13.22195416164053,21,0.0,961.0,0.0,-37.804272,144.958148
Redcliffe,QLD,25.5,2.7,0.3431931143168868,21,318.0,933.0,936.0,-27.2268785,153.1129973
Wickham - Carrington - Tighes Hill,NSW,25.5,3.1,0.6051556114429425,21,7.0,1033.0,256.0,-32.9233333,151.7594444
Point Vernon,QLD,25.2,0.4,0.3873788702434412,15,17.0,922.0,272.0,-25.2566045,152.8128281
Charlestown - Dudley,NSW,25.1,0.7,0.1013243908650989,21,49.0,1025.0,476.0,-26.3683625,151.9188662
Coffs Harbour - North,NSW,25.1,1.0,0.2590019373371635,21,41.0,940.0,156.0,-30.3178121,153.0858034
Schofields (West) - Colebee,NSW,24.8,9.7,10.896757679180888,18,61.0,1098.0,426.0,-33.6971603,150.8711915
Williamstown,VIC,24.7,2.0,0.2037419079462189,18,13.0,1067.0,232.0,-37.8611788,144.8898569
Bribie Island,QLD,24.6,1.7,0.5152635181382614,22,27.0,954.0,160.0,-26.9644799,153.120238
Buderim - South,QLD,24.6,0.7,0.646794353025807,21,19.0,1056.0,1132.0,-26.6890011,153.086912
Malvern East,VIC,24.5,2.4,0.2211419753086419,20,36.0,1088.0,588.0,-37.876835,145.0658739
Bowral,NSW,24.2,-0.4,0.2250546249089584,20,37.0,1071.0,372.0,-34.4816626,150.4177868
Falcon - Wannanup,WA,24.1,3.5,1.3655634869132598,22,52.0,987.0,384.0,-32.5928744,115.6427914
St Lucia,QLD,24.1,5.7,0.4987995198079231,20,1.0,1042.0,108.0,-27.4989435,153.0064984
Mount Gambier - West,SA,23.8,0.5,0.1629368485591661,18,72.0,931.0,264.0,-37.8279928,140.7801404
Loganholme - Tanah Merah,QLD,23.8,2.3,0.3028387898881061,21,55.0,1003.0,120.0,-27.683054,153.1894379
South Perth - Kensington,WA,23.7,2.2,0.247279402124033,18,28.0,1079.0,1012.0,-31.9835362,115.8756212
Toowong,QLD,23.6,1.6,0.5550751024123806,20,20.0,1078.0,224.0,-27.478974,152.9853241
Chatswood (West) - Lane Cove North,NSW,23.6,2.8,0.3295897318358927,18,30.0,1082.0,104.0,-33.8055115,151.1634856
West Footscray - Tottenham,VIC,23.4,2.9,0.3207585644371941,19,14.0,1016.0,612.0,-37.8017381,144.8840566
Moe - Newborough,VIC,23.2,0.9,0.0264330090259055,12,57.0,877.0,552.0,-38.171286,146.2884537
Currumbin Valley - Tallebudgera,QLD,23.2,1.1,0.3709952283571915,22,22.0,1061.0,196.0,-28.2393442,153.343978
Mitchelton,QLD,23.2,1.9,0.571945403716494,21,17.0,1060.0,652.0,-27.4103837,152.9733826
Carina,QLD,23.1,2.1,0.5129212814100274,21,49.0,1058.0,344.0,-27.4872985,153.1000363
Wynnum West - Hemmant,QLD,22.8,2.0,0.3134445227468483,19,38.0,1000.0,128.0,-27.4539766,153.1562022
Aveley,WA,22.6,4.9,20.0,22,3.0,1035.0,108.0,-31.787069,115.9862261
Blacktown - West,NSW,22.5,1.4,0.2780771718042681,20,71.0,962.0,252.0,-33.7706391,150.8930545
Reynella,SA,22.3,1.8,0.0592877577192463,18,48.0,990.0,328.0,-35.0965682,138.5216167
Mount Martha,VIC,22.2,0.4,0.6141347846966544,20,22.0,1079.0,532.0,-38.2754676,145.0307737
Kogarah Bay - Carlton - Allawah,NSW,22.2,2.4,0.2119641356122163,18,42.0,1009.0,320.0,-33.9816792,151.1239702
Carlingford - West,NSW,22.0,2.4,0.3996331770939474,19,326.0,1043.0,560.0,-33.7819312,151.0370219
Kensington (Vic.),VIC,21.6,2.5,0.5220502146481072,19,446.0,1044.0,2912.0,-37.7944926,144.9295903
Ballarat East - Warrenheip,VIC,21.1,0.9,0.211871804464397,17,103.0,959.0,304.0,-37.564603,143.8970466
Chittaway Bay - Tumbi Umbi,NSW,21.0,0.8,0.0799656629688325,15,31.0,1018.0,372.0,-33.326936,151.4367385
Newstead - Bowen Hills,QLD,20.9,3.3,4.5991436981536,22,224.0,1099.0,3739.0800000000017,-27.4483345,153.0461534
Wheelers Hill,VIC,20.7,1.5,-0.0114707658013281,11,39.0,1066.0,544.0,-37.9103266,145.1895175
Seaford Rise - Moana,SA,20.6,1.9,0.5424579489962018,22,29.0,1002.0,262.0,-35.2009601,138.4866672
Tenambit - East Maitland,NSW,20.5,0.7,0.3346080305927342,21,15.0,976.0,340.0,-32.7434353,151.6032018
Wembley Downs - Churchlands - Woodlands,WA,20.3,2.1,0.3546210188461855,21,22.0,1090.0,312.0,-31.9192137,115.7798863
Valley View - Gilles Plains,SA,20.3,0.9,0.1616215638036153,19,52.0,978.0,394.0,-34.8443635,138.6674038
Torquay,VIC,20.3,1.5,1.584294934480735,22,79.0,1097.0,336.0,-38.3266551,144.3134076
Cottesloe,WA,20.2,2.9,0.206972883231876,17,9.0,1115.0,296.0,-31.9955715,115.7558367
Wollongong - West,NSW,20.2,1.9,0.1702859455084974,17,9.0,991.0,352.0,-34.4242537,150.8673533
Salisbury East,SA,20.0,1.0,0.0762506344819807,17,75.0,940.0,120.0,-34.7764785,138.6721978
Zetland,NSW,19.9,2.4,20.0,22,282.0,1071.0,1080.0,-33.9076623,151.2082183
Helensvale,QLD,19.9,2.2,0.5292389068468998,22,143.0,1036.0,232.0,-27.9053051,153.3324585
Montmorency - Briar Hill,VIC,19.6,0.6,0.0782730336364214,16,22.0,1080.0,260.0,-37.7099863,145.1229613
Caloundra Hinterland,QLD,19.5,0.0,0.2668481960517359,22,34.0,1012.0,232.0,,
