sa2_name,state,pressure_score,erp_change_pct,growth_20yr,years_of_growth,dwellings_2526_fytd,seifa_disadvantage_score,total_dwellings_2023-24,lat,lon
Munno Para West - Angle Vale,SA,99.8,10.9,5.225448334756618,22,503.130000000001,963.0,3739.0800000000017,-34.6572412,138.6697638
Whittlesea,VIC,99.8,12.21800000000003,1.7346938775510203,22,503.130000000001,1031.0,3739.0800000000017,-37.5121301,145.1177321
Lara,VIC,99.8,4.0,0.7568828387886204,22,340.0,1027.0,1796.0,-38.0235346,144.4088294
Two Rocks,WA,99.8,6.7,1.7434858135495075,22,273.0,986.0,724.0,-31.4955286,115.5868108
Williamtown - Medowie - Karuah,NSW,99.8,3.5,0.5341150401624966,21,91.0,1005.0,544.0,-32.815,151.8427778
Thornton - Millers Forest,NSW,99.8,5.4,1.793538913362702,22,177.0,1034.0,1360.0,-37.272738,145.8154196
Melton South - Weir Views,VIC,99.8,7.6,1.3101178469051915,16,166.0,877.0,1636.0,-37.7214595,144.5702513
White Hills - Ascot,VIC,99.8,3.0,1.5421257290991577,22,85.0,997.0,928.0,-36.7275425,144.3028267
Branxton - Greta - Pokolbin,NSW,99.8,6.9,1.0491256174075558,22,229.0,1021.0,1520.0,-32.6622131,151.3456985
Austral - Greendale,NSW,99.8,12.21800000000003,1.1695880317070448,15,503.130000000001,995.0,3739.0800000000017,-33.9282672,150.8082824
Henley Beach,SA,99.8,1.8,0.1931417044881492,18,80.0,1049.0,944.0,-34.9158802,138.4986953
Caboolture - West,QLD,99.8,5.5,0.5577342047930284,20,100.0,908.0,772.0,-27.0839336,152.9510863
Drouin,VIC,99.8,3.0,1.206010320752808,22,97.0,990.0,620.0,-38.1361683,145.8564344
Baranduda - Leneva,VIC,99.8,3.0,2.5887521968365554,22,163.0,1054.0,1332.0,-36.2354095,146.9038324
Rutherford (North) - Aberglasslyn,NSW,99.8,2.4,1.529049180327869,22,233.0,987.0,2436.0,-32.7130291,151.525869
Alkimos - Eglinton,WA,99.8,12.1,20.0,16,503.130000000001,1033.0,3739.0800000000017,-31.6154224,115.6926511
Barwon Heads - Armstrong Creek,VIC,99.8,8.5,3.256122750073768,22,267.0,1075.0,3044.0,-38.2428138,144.383003
Plympton,SA,99.7,2.1,0.3309210526315789,22,118.0,1015.0,1228.0,-34.9620679,138.554884
Edgeworth - Cameron Park,NSW,99.7,3.6,0.9579358196010408,22,65.0,1021.0,888.0,-32.9197222,151.6311111
Rosewood,QLD,99.7,3.3,0.465982028241335,17,65.0,969.0,1136.0,-35.6723934,147.8637459
Laurieton - Bonny Hills,NSW,99.7,2.5,0.413347841857091,22,64.0,978.0,892.0,-31.6508445,152.7959233
Berwick - South East,VIC,99.7,4.4,2.835666347075743,22,132.0,1059.0,1236.0,-38.0398297,145.3451089
Bohle Plains,QLD,99.7,4.2,2.742889221556886,22,172.0,1074.0,548.0,-19.288899,146.6739271
Toowoomba - West,QLD,99.7,2.1,1.2993855405935415,22,164.0,1020.0,588.0,-27.6030794,151.9303591
Rostrevor - Magill,SA,99.7,1.9,0.3447394502112565,22,116.0,1027.0,724.0,-34.8938435,138.6918266
Wangaratta,VIC,99.7,0.5,0.1729982466393921,21,90.0,964.0,706.0,-36.356434,146.3228311
Chambers Flat - Logan Reserve,QLD,99.7,12.21800000000003,3.678538247135336,22,503.130000000001,966.0,3072.0,-27.7093986,153.0936781
Cleveland,QLD,99.7,2.1,0.2856485740570377,21,113.0,1013.0,748.0,-27.5262987,153.2667298
Ripley,QLD,99.7,12.21800000000003,9.524497163486334,22,503.130000000001,1049.0,3739.0800000000017,-27.6712978,152.7804522
Caloundra West - Baringa,QLD,99.7,12.21800000000003,10.048817312531456,22,503.130000000001,1030.0,3716.0,-26.8051945,153.100046
Aldinga,SA,99.7,2.1,1.0035825173155004,22,73.0,970.0,652.0,-35.2673234,138.4831296
Cranbourne,VIC,99.7,2.3,0.6833420443515269,21,56.0,920.0,752.0,-38.0997308,145.2807256
Fraser Rise - Plumpton,VIC,99.7,12.21800000000003,20.0,21,503.130000000001,1047.0,3739.0800000000017,-37.7059863,144.7174013
Cranbourne South,VIC,99.7,12.21800000000003,4.121692019170661,21,463.0,1054.0,3739.0800000000017,-38.1577683,145.2624214
Kurri Kurri - Abermain,NSW,99.7,2.8,0.4987190435525192,21,65.0,924.0,848.0,-32.8175039,151.4833649
Tarneit (West) - Mount Cottrell,VIC,99.7,12.21800000000003,20.0,17,499.0,1025.0,2432.0,-37.8321522,144.69462
Cranbourne East - South,VIC,99.7,4.5,20.0,22,95.0,1019.0,992.0,-38.1382199,145.3073482
Gisborne,VIC,99.7,3.6,0.7043948763250883,22,95.0,1079.0,896.0,-37.486723,144.5904237
Rutherford (South) - Telarah,NSW,99.7,3.7,0.4399618805590851,20,94.0,922.0,1204.0,-32.7130291,151.525869
Diggers Rest,VIC,99.7,8.2,2.6010335917312664,17,62.0,1037.0,748.0,-37.6275995,144.7200075
Windsor Gardens,SA,99.7,1.3,0.4641095214602861,22,97.0,998.0,450.0,-34.8655403,138.6543408
Redbank Plains,QLD,99.6,3.7,2.109762824048538,21,274.0,896.0,2188.0,-27.6513182,152.8479458
Redland Bay,QLD,99.6,3.5,1.796090182648402,22,165.0,1042.0,1508.0,-27.6126945,153.3036238
Marsden Park - Shanes Park,NSW,99.6,12.21800000000003,20.0,16,257.0,1089.0,2812.0,-33.6956552,150.8147975
Cranbourne West,VIC,99.6,4.6,5.190156599552573,22,75.0,989.0,692.0,-38.102241,145.2517182
Huntingdale - Southern River,WA,99.6,3.7,1.815552341751029,22,160.0,1027.0,992.0,-37.9107647,145.1020573
Paradise - Newton,SA,99.6,1.1,0.2491625020594211,20,105.0,998.0,828.0,-34.8710706,138.6762598
Kilmore - Broadford,VIC,99.6,2.4,0.8571428571428571,22,97.0,1002.0,428.0,-37.2152885,145.0284525
Mindarie - Quinns Rocks - Jindalee,WA,99.6,3.8,1.11206743566992,20,121.0,1060.0,1614.0,-31.6897332,115.7091824
Griffith (NSW),NSW,99.6,0.8,0.1892746292677319,20,70.0,956.0,896.0,-34.2873127,146.0430799
Singleton - Golden Bay - Secret Harbour,WA,99.6,3.2,3.001885310290652,22,173.0,1036.0,566.0,-32.602355,151.1132887
Braybrook,VIC,99.6,2.4,0.6106442577030813,21,139.0,925.0,1070.0,-37.7867076,144.8548451
Altona North,VIC,99.6,3.4,0.2050427803437571,15,113.0,968.0,1562.0,-37.8378229,144.8342853
Strathalbyn,SA,99.6,2.0,0.7544910179640718,22,80.0,995.0,540.0,-35.2576239,138.8956803
Chester Hill - Sefton,NSW,99.6,1.4,0.3739708676377454,20,94.0,855.0,1020.0,-33.8834343,151.0041547
Clyde North - North,VIC,99.6,5.0,20.0,18,158.0,1066.0,716.0,-39.0335341,177.4215563
Bacchus Marsh,VIC,99.6,2.0,0.8277284918506292,22,142.0,1011.0,1164.0,-37.6751897,144.4366202
Hazelmere - Guildford,WA,99.5,7.9,1.156783607575287,22,131.0,1054.0,656.0,-31.9109095,116.0030678
The Entrance,NSW,99.5,1.2,0.3528722157092614,18,87.0,945.0,896.0,-33.3440586,151.4960171
Yarrawonga,VIC,99.5,0.8,0.6195077484047402,22,109.0,974.0,760.0,-36.0141692,146.0063494
Doncaster,VIC,99.5,3.7,0.5193836436894261,21,77.0,1027.0,1196.0,-37.7848299,145.1238431
Torquay - Scarness - Kawungan,QLD,99.5,1.0,0.3496135504028942,21,101.0,908.0,652.0,-38.3266551,144.3134076
Truganina - North,VIC,99.5,9.7,20.0,19,63.0,1040.0,1412.0,-37.8089015,144.721139
Mount Waverley - South,VIC,99.5,1.7,0.2532424039456859,18,84.0,1068.0,628.0,-33.8973497,151.2549722
Clyde North - South,VIC,99.5,12.21800000000003,20.0,21,503.130000000001,1046.0,3739.0800000000017,-33.732782,151.108066
Enfield - Blair Athol,SA,99.5,2.0,0.4179546034174955,19,187.0,904.0,1372.0,-34.8695242,138.5997114
Pinjarra,WA,99.5,3.7,1.0392706872370268,22,188.0,954.0,532.0,-32.6318966,115.869247
Gawler - North,SA,99.5,1.9,0.6707236842105263,22,153.0,1024.0,576.0,-34.622682,138.7378403
Woodford - D`Aguilar,QLD,99.5,4.2,0.8628326486872656,21,61.0,989.0,672.0,-26.9632249,152.7806176
Tarneit - North,VIC,99.5,12.21800000000003,20.0,15,455.0,1032.0,3739.0800000000017,-37.8322388,144.6985802
Oakleigh - Huntingdale,VIC,99.5,2.7,0.3119251672240802,21,147.0,1038.0,596.0,-37.9103749,145.1034302
Lilydale - Coldstream,VIC,99.5,2.5,0.2693330036471533,21,80.0,1035.0,1032.0,-37.7322072,145.3401958
Richmond - Clarendon,NSW,99.4,2.7,0.194129273113242,18,61.0,996.0,696.0,-33.6011603,150.7792786
Padstow,NSW,99.4,0.6,0.1444386217738766,16,79.0,1004.0,856.0,-33.9487767,151.030116
Point Nepean,VIC,99.4,1.6,0.2805132418936856,21,84.0,1040.0,560.0,-38.3016568,144.6527242
Penrith,NSW,99.4,2.5,0.6788555950567123,20,362.0,934.0,690.0,-33.7511954,150.6941711
Hope Island,QLD,99.4,6.0,3.5636835278858627,22,250.0,1056.0,2460.0,-43.336959,147.0423364
Gledswood Hills - Gregory Hills,NSW,99.4,7.7,20.0,15,90.0,1060.0,520.0,-34.02074,150.7635881
Nambour,QLD,99.4,2.1,0.5862517901314933,22,60.0,966.0,704.0,-26.6257326,152.959953
Gympie - South,QLD,99.4,5.6,1.0206185567010309,22,58.0,937.0,1140.0,-26.8079732,152.9595106
Mordialloc - Parkdale,VIC,99.4,1.5,0.3615483554847798,20,108.0,1072.0,444.0,-38.0054479,145.0809706
Gympie Surrounds,QLD,99.4,2.6,0.4971171895950657,22,71.0,964.0,392.0,,
Rosemeadow - Glen Alpine,NSW,99.3,2.9,0.0381936328362395,12,370.0,934.0,1352.0,-34.1066667,150.7927778
Bullsbrook,WA,99.3,5.4,0.9065902578796562,22,119.0,1009.0,456.0,-31.6637374,116.0272659
Berwick - South West,VIC,99.3,5.5,2.972670807453416,22,63.0,1044.0,732.0,-31.9813361,115.8903443
Sutherland - Kirrawee,NSW,99.3,2.0,0.3168866145973606,19,96.0,1049.0,892.0,-34.0273783,151.0781539
North Ryde - East Ryde,NSW,99.3,1.8,0.3490378234903782,22,68.0,1076.0,676.0,-33.8161974,151.1401404
Warradale,SA,99.3,2.1,0.4445812807881773,20,105.0,984.0,1328.0,-35.0073785,138.5355935
Chipping Norton - Moorebank,NSW,99.3,2.3,0.4085342271496712,18,125.0,1019.0,1224.0,-33.919687,150.9630711
Burrum - Fraser,QLD,99.3,2.1,0.9773963290278722,22,101.0,904.0,600.0,-25.1840105,152.6129695
Reservoir - North East,VIC,99.3,3.3,0.2775467775467775,19,64.0,974.0,728.0,-37.7168415,145.0069944
Mandurah - East,WA,99.3,4.2,0.8881188118811881,22,148.0,966.0,384.0,-32.2688253,115.7798931
Balwyn North,VIC,99.2,2.0,0.1185931158875695,19,79.0,1075.0,532.0,-37.7919518,145.0842372
Seaton - Grange,SA,99.2,1.3,0.1931246323769688,20,127.0,991.0,744.0,-34.8893682,138.5043617
Cobbitty - Bringelly,NSW,99.2,7.4,2.917232021709633,18,47.0,1065.0,816.0,-34.0104185,150.6922716
Victoria Point,QLD,99.2,1.9,0.3169394367367284,18,204.0,1023.0,936.0,-27.5843003,153.300364
Southern Moreton Bay Islands,QLD,99.2,5.4,1.5904613789528252,22,217.0,837.0,952.0,-27.7829015,153.4034627
Rochedale - Burbank,QLD,99.2,5.1,2.440998685939553,21,65.0,1084.0,1144.0,-27.570167,153.126907
Ermington - Rydalmere,NSW,99.2,2.2,0.4763152028533214,20,503.130000000001,1008.0,1024.0,-33.8101156,151.0600559
Bradbury - Wedderburn,NSW,99.2,0.7,0.0551478083588175,14,55.0,906.0,840.0,-34.0816667,150.8177778
Schofields - East,NSW,99.2,8.2,13.706437064370643,16,154.0,1083.0,1264.0,-33.6971603,150.8711915
Lewiston - Two Wells,SA,99.2,4.4,0.7451772095109914,22,71.0,1009.0,440.0,-34.6102778,138.5897511
Scarborough - Newport,QLD,99.2,4.7,0.7835919277963695,21,172.0,1032.0,448.0,-31.8959841,115.7592114
Highfields,QLD,99.2,1.9,1.5391669257071805,22,183.0,1082.0,464.0,-27.4517705,151.9462897
Wollongong - East,NSW,99.2,4.2,0.8218125960061444,21,273.0,1015.0,1048.0,-34.4253582,150.896673
Ingle Farm,SA,99.2,0.8,0.2674144963915908,20,88.0,954.0,468.0,-34.8275823,138.6454465
Busselton Surrounds,WA,99.1,3.4,1.1566016801394832,22,82.0,1070.0,516.0,,
Burdell - Mount Low,QLD,99.1,2.8,4.712368421052632,22,99.0,1051.0,516.0,-19.2302325,146.6974535
Moama,NSW,99.1,2.7,0.9006755066299725,22,87.0,1022.0,476.0,-36.1054404,144.758824
Payneham - Felixstow,SA,99.1,2.0,0.1978411053540587,22,64.0,1019.0,704.0,-34.8906278,138.6533791
Queanbeyan Surrounds,NSW,99.1,2.3,0.7245924045689739,21,75.0,1098.0,1040.0,,
Tamworth Surrounds,NSW,99.1,1.4,0.2106451809802844,21,111.0,998.0,648.0,,
Camberwell,VIC,99.1,1.3,0.1019727010062767,19,55.0,1097.0,672.0,-37.8384623,145.0740767
Maitland,NSW,99.1,1.8,1.4812695109261187,22,153.0,987.0,856.0,-32.7316683,151.5511123
Gingin - Dandaragan,WA,99.1,4.6,0.4210599142105991,20,96.0,983.0,436.0,-31.184878,115.7255672
Glen Waverley - East,VIC,99.1,1.1,0.0671620731822029,17,66.0,1055.0,624.0,-37.8796677,145.1629162
Hope Valley - Modbury,SA,99.1,0.8,0.1292085973412846,19,102.0,987.0,760.0,-34.8453721,138.6960181
Box Hill - Nelson,NSW,99.1,12.21800000000003,11.272030651340996,13,492.0,1106.0,3739.0800000000017,-37.8166959,145.1198034
Airlie - Whitsundays,QLD,99.0,3.5,0.9871841816184548,22,75.0,1006.0,480.0,-20.2767241,148.7276239
Canley Vale - Canley Heights,NSW,99.0,0.9,0.1485685071574642,17,50.0,778.0,1060.0,-33.8840168,150.9275405
Lidcombe,NSW,99.0,6.2,0.6710856823890594,20,66.0,943.0,348.0,-33.8630649,151.0456771
Morphettville,SA,99.0,1.2,0.3341197960270949,22,88.0,1005.0,638.0,-34.9846034,138.5430906
Ocean Grove,VIC,99.0,1.4,0.6795806372348268,21,76.0,1074.0,1096.0,-38.267045,144.52487
Umina - Booker Bay - Patonga,NSW,99.0,0.4,0.1131487581233864,18,56.0,977.0,804.0,-20.5106348,147.8254003
Flinders Park,SA,99.0,2.2,0.3643268124280782,22,162.0,1004.0,780.0,-34.9102468,138.5432009
Dandenong - North,VIC,98.9,3.9,0.3725233533646694,18,52.0,828.0,520.0,-37.9558319,145.2143234
Caboolture - East,QLD,98.9,3.1,1.796792209652012,21,111.0,882.0,856.0,-27.0787251,152.9543001
Murrumba Downs - Griffin,QLD,98.9,2.4,3.5569251840438283,22,78.0,1029.0,800.0,-27.2645498,153.0065013
Mitchell Park,SA,98.9,2.1,0.3490644648132717,22,235.0,959.0,976.0,-37.5092095,143.7772292
Eynesbury - Exford,VIC,98.9,12.21800000000003,20.0,20,215.0,1090.0,424.0,-37.7610022,144.5651267
Gordonvale - Trinity,QLD,98.9,3.7,0.7470542026708562,22,89.0,1006.0,284.0,-17.0981626,145.7759747
Gosnells,WA,98.9,2.5,0.3222153360752718,20,112.0,892.0,396.0,-32.0673135,115.9977304
Revesby,NSW,98.9,1.6,0.3495223510537446,20,101.0,980.0,840.0,-33.9436876,151.0137191
Mudgee,NSW,98.9,1.9,0.2955051629884592,16,57.0,990.0,772.0,-32.5980702,149.5886383
Box Hill North,VIC,98.8,2.1,0.2316076294277929,20,74.0,1041.0,488.0,-37.8056831,145.1295748
Balwyn,VIC,98.8,1.4,0.1076511293902598,19,49.0,1064.0,592.0,-37.8091737,145.0833678
Golden Beach - Pelican Waters,QLD,98.8,2.5,1.1822152886115445,22,66.0,1023.0,808.0,-26.8156844,153.1197588
Bentleigh - McKinnon,VIC,98.8,2.4,0.4054592130769633,21,66.0,1069.0,672.0,-37.9225042,145.0448596
Brighton (Vic.),VIC,98.8,2.3,0.1463623395149786,18,52.0,1101.0,768.0,-37.8979882,145.005243
Woodville - Cheltenham,SA,98.8,0.9,0.4156889968760847,22,156.0,956.0,872.0,-34.8795782,138.5389922
Guildford West - Merrylands West,NSW,98.8,2.7,0.3990655803088143,21,66.0,876.0,664.0,-33.8483084,150.9657421
Shepparton - North,VIC,98.8,0.7,0.2670326927876216,20,118.0,961.0,438.0,-36.322336,145.3887061
Smithfield - Wetherill Park,NSW,98.8,1.5,0.1490466948281767,16,67.0,837.0,578.0,-33.850816,150.909686
Bayswater - Embleton - Bedford,WA,98.8,1.7,0.4027697634160415,21,74.0,1037.0,352.0,-31.909036,115.9039135
Preston - East,VIC,98.7,2.6,0.3523040095751047,20,503.130000000001,1004.0,3452.0,-37.743756,145.0063017
Australind - Leschenault,WA,98.7,2.1,1.060838346594217,22,67.0,1011.0,564.0,-33.2311441,115.7254452
Blackburn,VIC,98.7,2.3,0.2273582932440911,19,80.0,1069.0,964.0,-37.8201373,145.1500496
Pallara - Willawong,QLD,98.7,9.5,14.0966796875,22,58.0,1056.0,1164.0,-27.6111011,153.0118232
Richmond (SA),SA,98.7,1.8,0.2236153949309373,21,74.0,995.0,604.0,37.7688386,-122.4705979
Davoren Park,SA,98.7,2.6,0.6854906581383605,22,70.0,792.0,1160.0,-34.6910694,138.6683869
Moss Vale - Berrima,NSW,98.7,1.4,0.2233096085409252,18,83.0,1023.0,412.0,-34.531339,150.3537874
Yeppoon,QLD,98.7,2.0,0.8047646242963205,22,39.0,1005.0,632.0,-23.1348035,150.7436625
Eastwood,NSW,98.6,1.7,0.2754777070063694,20,69.0,1028.0,1092.0,-33.79,151.0844444
Pitt Town - McGraths Hill,NSW,98.6,2.1,0.3385196710380084,18,166.0,1062.0,1220.0,-33.6144928,150.8374464
The Parks,SA,98.6,2.0,0.4144851657940663,19,67.0,876.0,674.0,-26.7984569,152.9658388
Springvale,VIC,98.6,2.5,0.2992779394331286,20,63.0,845.0,680.0,-37.9495893,145.1537826
Boronia,VIC,98.6,1.5,0.1882557802070233,20,59.0,1015.0,584.0,-37.860645,145.2848446
Ryde - North,NSW,98.6,1.7,0.257336607038466,17,87.0,1037.0,1016.0,-33.7944247,151.1215896
Palm Beach,QLD,98.6,3.9,0.3936276391554703,22,205.0,1038.0,2176.0,-33.6005473,151.3231536
Panania (North) - Milperra,NSW,98.5,1.4,0.1489613074726789,17,75.0,1021.0,680.0,-33.9543358,150.9978399
Morayfield - East,QLD,98.5,3.8,1.720630372492837,22,54.0,935.0,1472.0,-27.1167037,152.9656226
Dubbo - South,NSW,98.5,0.8,0.319010080124063,19,160.0,1004.0,1364.0,-32.2740897,148.5772734
Logan Village,QLD,98.5,3.4,0.8304248861911988,21,60.0,1025.0,652.0,-27.7675482,153.1070052
Balgownie - Fairy Meadow,NSW,98.4,0.9,0.1082448407132839,14,54.0,1007.0,620.0,-34.395368,150.8963847
Balga - Mirrabooka,WA,98.4,2.5,0.3769117212872748,19,75.0,866.0,478.0,-31.8591302,115.854986
Cashmere,QLD,98.4,2.1,2.1971894832275614,22,202.0,1080.0,540.0,-27.2988918,152.9122352
Wagga Wagga Surrounds,NSW,98.4,1.3,0.2954672245467225,19,83.0,1032.0,568.0,,
Box Hill,VIC,98.4,5.4,0.7263723459347489,21,98.0,991.0,356.0,-37.8215116,145.1261267
Mandurah - South,WA,98.4,1.9,0.6763689526847422,22,130.0,900.0,628.0,-32.5176072,115.7559725
Beckenham - Kenwick - Langford,WA,98.3,3.4,0.4267659388099856,21,96.0,949.0,300.0,-32.0215834,115.9648379
North Nowra - Bomaderry,NSW,98.3,0.4,0.0271708508107431,12,201.0,985.0,1080.0,-34.8580611,150.5827879
Wentworthville - Westmead,NSW,98.3,2.7,0.8651587989597289,22,31.0,1004.0,436.0,-33.8066667,150.9677778
Mildura - South,VIC,98.3,0.0,0.6504153481012658,22,89.0,949.0,472.0,-34.2105988,142.1248077
Mount Waverley - North,VIC,98.3,2.4,0.1888812154696132,21,75.0,1065.0,628.0,-37.8676858,145.1416637
Keilor East,VIC,98.3,1.2,0.10180577278544,16,57.0,1036.0,644.0,-37.739339,144.8591851
Glen Waverley - West,VIC,98.3,2.9,0.3463502379018219,20,143.0,1039.0,1180.0,-37.8796677,145.1629162
Gosford - Springfield,NSW,98.3,2.3,0.4065222803086881,22,33.0,983.0,500.0,-33.4250175,151.3417318
Mernda - South,VIC,98.2,3.9,20.0,19,57.0,1034.0,748.0,-37.6142369,145.0969789
Newport,VIC,98.2,2.3,0.3545232273838631,20,75.0,1075.0,660.0,-37.8423339,144.8835584
Beeliar - Wattleup,WA,98.2,4.9,1.68359461249724,21,47.0,1042.0,824.0,-32.141207,115.821758
Lalor Park - Kings Langley,NSW,98.2,0.6,0.0355473898630027,14,68.0,1002.0,404.0,-33.7567577,150.9398705
Murray Bridge,SA,98.2,1.7,0.4239994220488369,22,158.0,873.0,410.0,-35.1309451,139.2651638
Hampton,VIC,98.2,2.0,0.1985399638110688,21,80.0,1074.0,1568.0,-27.3570077,152.0692403
Wanneroo - Sinagra,WA,98.2,2.9,0.7014547754585705,20,235.0,997.0,680.0,-31.7561439,115.8061262
Macquarie Park - Marsfield,NSW,98.1,6.0,0.5982891360136869,21,503.130000000001,1043.0,3688.0,-33.7814961,151.1256747
Merrylands - Holroyd,NSW,98.1,3.8,0.4821961865380197,21,72.0,884.0,348.0,-33.8350765,150.9860379
Miranda - Yowie Bay,NSW,98.1,2.9,0.3270358306188925,21,114.0,1046.0,564.0,-34.0335434,151.1037193
Caringbah South,NSW,98.1,1.0,0.1342794759825327,17,61.0,1104.0,720.0,-34.0554491,151.1205937
Kew - West,VIC,98.1,1.7,0.0956577471559045,15,35.0,1081.0,964.0,-33.8729329,151.1812434
Tamborine - Canungra,QLD,98.1,1.4,0.5838651300123822,22,83.0,1044.0,352.0,-28.007031,153.177139
Geelong West - Hamlyn Heights,VIC,98.1,1.4,0.1890528575261604,19,39.0,1033.0,612.0,-38.1392967,144.3450387
Success - Hammond Park,WA,98.1,4.1,7.308463698355395,22,103.0,1059.0,528.0,-32.1451437,115.8495969
Noosa Hinterland,QLD,98.1,1.5,0.6107286821705427,22,31.0,1028.0,652.0,-26.3665417,152.8562344
Thornlands,QLD,98.1,2.6,1.846520874751491,22,62.0,1062.0,544.0,-27.558201,153.2666265
South West Rocks,NSW,98.0,2.3,0.4321789321789321,21,15.0,958.0,684.0,-30.8943859,153.040677
Brighton East,VIC,98.0,1.2,0.2024240735580941,21,79.0,1090.0,460.0,-37.9171728,145.0163663
Springfield Lakes,QLD,98.0,4.3,20.0,22,30.0,1043.0,2004.0,-27.6826685,152.9202698
Reservoir - South East,VIC,98.0,3.3,0.1984798756261876,19,51.0,958.0,988.0,-33.1844036,138.7570004
Nollamara - Westminster,WA,97.9,2.6,0.941629860569845,21,71.0,950.0,668.0,-31.8804371,115.843598
Panania (South) - Picnic Point,NSW,97.9,1.1,0.1861825007219174,19,66.0,1039.0,660.0,-33.9543358,150.9978399
Epping (East) - North Epping,NSW,97.9,2.2,0.5361990950226244,21,13.0,1081.0,1720.0,-37.6523847,145.0315487
Turramurra,NSW,97.9,1.1,0.1608795647052224,16,23.0,1112.0,648.0,-33.7328828,151.128541
Toorak Gardens,SA,97.9,0.5,0.1379058979456593,20,25.0,1075.0,1280.0,-34.9333315,138.6374925
Highett (East) - Cheltenham,VIC,97.8,2.3,0.3111820762368207,20,20.0,1047.0,2020.0,-37.9484438,145.04188
Rockdale - Banksia,NSW,97.8,4.5,0.4193649795661741,17,24.0,974.0,1072.0,-33.9473604,151.1401032
Mooroolbark,VIC,97.8,1.2,0.2404254231221557,20,40.0,1031.0,808.0,-37.784697,145.3131856
Bentleigh East - North,VIC,97.7,1.7,0.3937276697102024,21,148.0,1067.0,636.0,-37.9220201,145.0665529
Busselton - East,WA,97.7,1.5,0.9884989093793376,22,52.0,996.0,524.0,-33.644499,115.3488754
Malvern - Glen Iris,VIC,97.7,1.5,0.1703011983158804,20,15.0,1098.0,888.0,-37.8596152,145.0569516
Warners Bay - Boolaroo,NSW,97.7,0.9,0.2018103109012199,22,70.0,1029.0,732.0,-32.9739199,151.6489887
Ballina Surrounds,NSW,97.7,1.6,0.274726009088479,22,59.0,1028.0,592.0,,
Morley,WA,97.7,2.1,0.2759589355942591,18,68.0,993.0,476.0,-31.8934573,115.9030854
Salisbury,SA,97.7,0.7,0.2156649616368286,19,122.0,803.0,404.0,-34.7684459,138.6117546
Forster,NSW,97.6,1.1,0.1436905127417869,18,29.0,953.0,1092.0,-32.1820852,152.5131155
Traralgon - East,VIC,97.6,0.5,0.2647210477467258,22,93.0,951.0,264.0,-38.1852795,146.5880083
North Haven,SA,97.6,1.1,0.0700124774712325,18,59.0,969.0,704.0,-34.7872004,138.4905349
Clifton Beach - Kewarra Beach,QLD,97.6,1.4,0.9306748466257668,22,87.0,1036.0,532.0,-16.7725105,145.6705731
Southport - North,QLD,97.5,2.2,1.3102971665514858,22,215.0,943.0,16.0,-27.9687807,153.4066696
Spearwood,WA,97.5,3.5,0.3034882517337749,18,82.0,993.0,396.0,-32.1042971,115.7837905
Googong,NSW,97.4,12.21800000000003,20.0,21,86.0,1118.0,1864.0,-35.422209,149.2363805
West Ryde - Meadowbank,NSW,97.4,2.9,0.4557823129251701,20,44.0,1049.0,472.0,-33.8148518,151.086652
Buderim - North,QLD,97.4,2.4,0.4120042872454448,22,32.0,1048.0,728.0,-26.6685429,153.0678219
Ulladulla,NSW,97.4,0.6,0.2641194808961067,22,55.0,995.0,476.0,-35.3621503,150.4751713
Eumundi - Yandina,QLD,97.4,2.6,0.7530511555440146,22,59.0,1028.0,648.0,-26.5582223,152.9539454
Waterloo,NSW,97.4,2.5,2.3968430826369547,21,1.0,969.0,592.0,-33.9002762,151.2073137
Warilla,NSW,97.4,0.8,-0.0560649124415513,12,47.0,897.0,384.0,-34.552341,150.8594438
Brunswick - South,VIC,97.4,6.3,0.6188192668371697,20,217.0,1068.0,1436.0,-28.5405394,153.5518192
Southbank - East,VIC,97.3,3.4,5.867797808412867,21,0.0,1052.0,0.0,-31.9866262,115.8971922
Baulkham Hills - East,NSW,97.3,0.5,0.2613807657521857,20,39.0,1079.0,632.0,-33.7611198,150.9914041
Hindmarsh - Brompton,SA,97.3,0.6,0.285795851043583,22,141.0,995.0,272.0,-34.8930878,138.5770383
Ivanhoe,VIC,97.2,1.7,0.2532875929102344,20,33.0,1085.0,644.0,-37.7688774,145.0454487
Bairnsdale,VIC,97.2,-0.2,0.3070937836271832,21,63.0,951.0,606.0,-37.8254509,147.6304752
Palmerston - South,NT,97.2,4.9,20.0,13,94.0,1064.0,300.0,-34.944961,138.6048852
Pimpama - North,QLD,97.1,6.1,9.335413416536662,18,7.0,1014.0,694.0,-27.8184314,153.2974082
Fairfield,NSW,97.1,2.3,0.2783595113438045,19,40.0,721.0,296.0,-33.8674403,150.8893222
Burpengary - East,QLD,97.1,7.7,2.0765432098765437,21,32.0,1049.0,712.0,-27.1416507,152.9997532
North Kellyville,NSW,97.1,5.4,11.633727810650887,15,48.0,1107.0,532.0,-33.6859488,150.9535842
Beerwah,QLD,97.1,1.8,1.0594121325828645,22,174.0,984.0,300.0,-26.8573095,152.9604137
Rockingham,WA,97.1,2.7,0.475113845170568,19,30.0,935.0,264.0,-32.3006647,115.7393915
Midland - Guildford,WA,97.1,2.3,0.4269516948151647,20,63.0,929.0,252.0,-37.1486985,144.1666571
Cannington - Queens Park,WA,97.0,4.2,1.3716779444934786,22,47.0,982.0,552.0,-32.0134373,115.9449495
