sa2_name,lat,lon
Kingsford,-33.9215922,151.2272307
Research - North Warrandyte,-37.73392,145.2177062
Wulguru - Roseneath,-19.328235,146.8175194
Throsby,-35.1889539,149.1617493
Ainslie,-35.2621952,149.14788
Marangaroo,-31.8291339,115.8375096
Ettrema - Sassafras - Budawang,-34.8813889,150.3044444
Tumut,-35.3015747,148.2226744
Currambine - Kinross,-31.7354623,115.7456718
Endeavour Hills - North,-37.9702665,145.2563443
Endeavour Hills - South,-33.5093572,151.0209388
Healesville - Yarra Glen,-37.6583179,145.393122
Hillarys,-31.8097006,115.7487831
Kingsley,-31.8087122,115.7975502
Ocean Reef,-31.7569941,115.7380757
Hill Top - Colo Vale,-34.355574,150.4936923
Gulliver - Currajong - Vincent,-19.285695,146.7765125
Hyde Park - Pimlico,-33.8716231,151.2115097
Cambooya - Wyreema,-27.6863505,151.8574376
Warrandyte - Wonga Park,-37.7377865,145.2237227
Stanhope Gardens - Parklea,-33.7224796,150.9260144
Malmalling - Reservoir,-31.9655705,116.3577209
Sunbury - West,-37.5753943,144.712283
Annandale (Qld),-19.31014,146.784217
Wulagi,-12.3845598,130.8950847
Humpty Doo,-12.5743657,131.1018215
Virginia,-34.666952,138.560977
Bakewell,-12.4990159,130.9933354
Moulden,-12.507182,130.9725805
Palmerston - North,-40.3544727,175.6094469
Southern Downs - West,-35.142316,138.5055223
Chifley,-33.9702813,151.2394867
Curtin,-35.3246324,149.0773776
Fisher,-34.5174658,139.5042331
The Range - Allenstown,-23.3800095,150.5021145
Biloela,-24.3997711,150.5141867
Queanbeyan West - Jerrabomberra,-35.3719059,149.1928557
Chisholm,-35.4219655,149.1248452
Bonython,-35.4333083,149.078276
Shoalwater Bay,-32.28783,115.69828
Rockhampton Surrounds - North,,
Waramanga,-35.3528151,149.0622152
Stirling,-31.8902485,115.8232254
Rivett,-35.3470708,149.0379828
Duffy,-35.3345516,149.0318996
Tuggeranong - West,-35.4209771,149.0921341
Isaacs,-35.3684711,149.1130988
Hughes,-35.3326252,149.0949433
Bouldercombe,-23.53295,150.4853506
Dry Creek - South,-34.837314,138.5974123
Happy Valley Reservoir,-35.0718024,138.5719911
Lonsdale,-35.1066033,138.4924173
Willunga,-35.2711681,138.5554231
Eurobodalla Hinterland,,
Smithton,-40.8415455,145.1282245
West Coast (Tas.),-42.0802049,145.55649
Wilderness - West,-30.84389,152.07667
East Point,-12.407912,130.825538
Woolner - Bayview - Winnellie,-12.437778,130.8475
Alawa,-12.3799071,130.8746623
Anula,-12.3922305,130.8915248
Parkes (NSW),-33.1336162,148.1752254
Balonne,-28.285835,147.9436644
Inglewood - Waggamba,-28.392676,151.0733548
Mitchell,-26.4626,147.9685574
Tomerong - Wandandian - Woollamia,-35.0587865,150.5778602
Herdsman,-31.92128,115.804
Griffith Surrounds,,
Leeton,-34.5297534,146.293258
Narrandera,-34.5926463,146.7000438
Toowoomba - East,-27.5712095,151.976847
Narre Warren South - East,-38.05439,145.3028513
Narre Warren - North East,-38.0844005,145.295461
Belgrave - Selby,-37.9149787,145.3723184
Woodvale,-31.7864026,115.7936906
Robertson - Fitzroy Falls,-27.5647285,153.0576815
Castle Hill - East,-21.28029,122.23903
Castle Hill - West,-43.15099,145.87664
Sydney Airport,-33.9498935,151.1819682
Hermit Park - Rosslea,-19.283764,146.8059682
Upwey - Tecoma,-37.9023608,145.3363894
Palmerston,-17.62404,145.6654086
Gungahlin - East,-35.1887538,149.1344409
Gungahlin - West,-35.1887117,149.1340339
Kenny,-35.2154133,149.1648361
Hackett,-35.2495093,149.1635441
Black Mountain,-30.3079672,151.6571942
Canning Vale Commercial,,
Welshpool,-38.6664635,146.4362393
Junee,-34.8150257,147.672675
Temora,-34.3830356,147.468586
Neerabup National Park,-31.707983,115.7519184
Ashendon - Lesley,-32.19139,116.1792
Casino Surrounds,,
Murwillumbah,-28.3267617,153.3971541
Callala Bay - Currarong,-34.9950846,150.7178837
Culburra Beach,-34.9287373,150.7628684
Latham,-29.7567707,116.4460505
McKellar,-35.2174626,149.0770321
Kewdale Commercial,,
Monbulk - Silvan,-37.8303727,145.4250296
Macedon,-37.4214267,144.5636447
Gowanbrae,-37.7027183,144.8975976
Epping - South,-33.7739328,151.0820386
Port Botany Industrial,,
Hurstbridge,-37.639423,145.1921491
Kinglake,-37.5327424,145.341131
Moorabbin Airport,-37.9784574,145.0983553
Essendon Airport,-37.7266099,144.901318
Adelaide Hills,-34.9013511,138.8293202
Hahndorf - Echunga,-35.0288458,138.8096715
Montrose,-28.158186,151.7836073
Mount Dandenong - Olinda,-37.8480961,145.3609924
Royal Botanic Gardens Victoria,-37.8294561,144.9813155
Kingaroy Surrounds - North,,
Monto - Eidsvold,-25.3599869,151.1200292
North Burnett,-25.2446655,151.1731591
South Coogee,-33.9322056,151.2539567
Glen Forrest - Darlington,-31.9077456,116.1027118
Manjimup,-34.626374,116.2826039
Pemberton,-34.4441275,116.0346584
Yarram,-38.5616717,146.675887
Nailsworth - Broadview,-34.884366,138.6061811
Alps - East,-36.8259505,147.5220944
Tuggerah - Kangy Angy,-33.3128121,151.4187416
Oberon,-33.8455931,149.8326162
Condobolin,-33.0880805,147.1479606
Cowra,-33.8111285,148.6935649
Kaleen,-35.2277875,149.1091388
Corowa,-35.9995747,146.3906094
Deniliquin,-35.5302183,144.9597178
Deniliquin Surrounds,,
Lord Howe Island,-31.5540166,159.0856256
Gloucester,-32.0067278,151.9595082
Wingham,-31.865,152.3677778
Russell,-35.2979599,149.1502795
Aroona - Currimundi,-26.7826045,153.1159508
Delahey,-37.7198138,144.7773228
Tenterfield,-28.83843,152.2813166
Quirindi,-31.5021772,150.6804062
Lesmurdie - Bickley - Carmel,-32.0023411,116.0498493
Bibra Industrial,,
Bibra Lake,-32.0992868,115.8185072
Henderson,-32.1625849,115.7779342
West Melbourne - Industrial,-37.8083671,144.8130623
Mount Isa Surrounds,,
Northern Highlands,-33.206735,138.601781
Lake King,-33.0870239,119.6887676
Orbost,-37.7037061,148.4554712
Wilsons Promontory,-38.9567021,146.3514784
Braeside,-38.0005245,145.1229578
Chelsea Heights,-38.0395381,145.132786
Strathfield South,-33.8966667,151.0788889
The Coorong,-35.9108404,139.4449524
Waikerie,-34.1815175,139.9855992
Dardanup,-33.4166045,115.8649538
Barcaldine - Blackall,-23.8237397,145.9315174
Charleville,-26.406265,146.2420417
Burnside Heights,-37.7324225,144.7555804
Melton,-37.6835714,144.5828446
Wentworth-Balranald Region,,
Evatt,-35.211832,149.068948
Flynn (ACT),-35.2058369,149.0440634
Merbein,-34.167621,142.0581482
Moreton Island,-27.1926497,153.394318
Eatons Hill,-27.3408195,152.9384424
Petrie,-27.2647744,152.9659901
Aurukun,-13.6020675,141.7706849
Croydon - Etheridge,-18.5136366,141.9670155
Northern Peninsula,-10.9437738,142.4525373
Fraser,-35.1917124,149.0453179
Gooromon,-35.149055,149.0364382
Hawker,-31.8876169,138.4227131
O`Connor (WA),-32.0595853,115.7923713
Bulahdelah - Stroud,-32.4063488,152.2089092
Kempsey Surrounds,,
Torres Strait Islands,-10.2851069,142.2409061
York - Beverley,-31.9191794,116.8026084
Kiama Downs - Minnamurra,-34.6338779,150.8590902
Bateman,-32.055541,115.8472485
Winthrop,-32.0522147,115.8296471
Tablelands,-17.833448,145.2706678
Robinvale,-34.5840409,142.7739356
Swan Hill,-35.3390784,143.5588436
Rushworth,-36.5860102,145.01557
Ararat Surrounds,,
Nhill Region,,
Lake Burley Griffin,-35.2990951,149.0796659
Young Surrounds,,
Seaham - Woodville,-32.6615292,151.7267675
Charnwood,-35.2001777,149.0341356
Cook,-13.6808281,142.9956572
Dunlop,-35.1939974,149.0198014
Glenelg (Vic.),-38.3452545,141.6040063
Camperdown,-33.8896116,151.1800986
Dry Creek - North,-34.8324044,138.5939237
Rutherglen,-36.0538594,146.4601363
Beechworth,-36.3594929,146.687012
Mount Baw Baw Region,,
Longford - Loch Sport,-38.1209145,147.4550943
Rosedale,-38.184623,146.8266841
Terrey Hills - Duffys Forest,-33.6692046,151.1973575
Buloke,-35.844697,142.9926704
Katanning,-33.624299,117.7042806
Plantagenet,-34.625208,117.511726
Stirling Range National Park,-34.3914722,117.8986229
Cunderdin,-31.609835,117.1272556
Merredin,-31.4589545,118.2760425
Toodyay,-31.468671,116.3822088
Kalgoorlie Airport,-30.7877521,121.4556635
Trafalgar (WA),-30.811277,121.5743166
Gannawarra,-35.7169085,144.1460363
Kerang,-35.7338373,143.9204152
Eungella Hinterland,-20.923965,148.4168071
Seaforth - Calen,-33.7910792,151.2430284
Cape Conway,-20.411147,148.7773836
Murray,-32.625507,115.958117
Narrogin,-32.9341978,117.1778676
Kununurra,-15.7730916,128.738839
Port Hedland,-20.3111814,118.5801181
Gnowangerup,-34.084772,118.3207424
Kincumber - Picketts Valley,-33.465,151.3927778
Fyshwick,-35.3216575,149.1708774
Banks,-35.4718891,149.0996568
Moira,-35.9260337,144.8464092
Barmera,-34.2532589,140.4579655
Berri,-34.2854741,140.6017385
Loxton,-34.4511348,140.5696644
Murray Bridge Surrounds,,
Melba,-35.2100744,149.0541275
Scullin,-35.2345341,149.0390718
Spence,-35.1987316,149.0643556
Molonglo Corridor,,
West Belconnen,-35.2062906,149.0332335
Kowen,-35.3108704,149.3136834
Canberra East,-35.2629012,149.1695324
Jilliby - Yarramalong,-33.2782269,151.2723019
Barkly,-36.9431395,143.2189622
Tennant Creek,-19.6481652,134.1899847
Alligator,-21.3073105,149.2267965
East Arnhem,-13.099482,135.6480686
West Moonah,-42.8473299,147.2826169
Mount Wellington,-42.896007,147.2373052
Taroona - Bonnet Hill,-42.9478718,147.3503639
Irwin,-29.3402747,115.0541699
Morawa,-29.0333305,116.0267293
Northampton - Mullewa - Greenough,-28.3493875,114.632141
Moyne - East,-38.1862038,142.3722076
Thorneside,-27.483362,153.201292
Mornington - Warrane,-33.9608961,150.9575736
Derwent Park - Lutana,-42.8381535,147.3033603
Flynn (NT),-23.7119,133.839
Larapinta,-27.6408315,153.0068653
Ross,-42.0301677,147.493007
Sandover - Plenty,-21.9824,135.51
Naracoorte Surrounds,,
Wattle Range,-37.5077695,140.5283468
Ipswich - North,-27.6076143,152.7583932
Launceston,-41.4340813,147.1373496
Mowbray,-41.4082148,147.1312202
Newstead,-27.4483345,153.0461534
Norwood (Tas.),-41.4556815,147.1727959
South Launceston,-41.4523634,147.1475513
Moonah,-42.8429874,147.2970752
Coramba - Nana Glen - Bucca,-30.2208606,153.0148823
Cobar,-31.9666628,145.3045054
Walgett - Lightning Ridge,-29.427367,147.980388
Mount Warren Park,-27.7307865,153.2051975
Stafford Heights,-27.3961056,153.0110337
Brisbane Port - Lytton,-27.4371685,153.1387299
Mount Coot-tha,-27.47608,152.9495974
Karana Downs,-27.542751,152.8233423
Far West,-30.3321766,147.4174683
Auchenflower,-27.474471,152.9949176
Enoggera Reservoir,-27.430225,152.8659157
Kuranda,-16.8209275,145.6332751
Middle Park - Jamboree Heights,-27.5534017,152.9211696
Upper Yarra Valley,,
Yea,-37.2130473,145.4224688
Parafield,-34.796125,138.631086
Greenwith,-34.7651613,138.7106607
Heathcote,-36.9160908,144.7033003
Loddon,-36.4047762,143.9115536
Lawson - Hazelbrook - Linden,-33.7196881,150.4295575
Wentworth Falls,-33.72802,150.3740633
Blue Mountains - South,-33.7108302,150.299582
Riverhills,-27.5619845,152.9087907
Esk,-27.2398683,152.4220194
Lake Manchester - England Creek,-27.4372225,152.7835414
Highland Park,-28.011487,153.3249552
Trevallyn,-41.4362794,147.1160493
West Launceston,-41.4476833,147.1289875
Lamb Range,-17.04674,145.670508
Roma,-26.5710356,148.7868137
Tara,-27.248503,150.4370216
Jondaryan,-27.3839245,151.5842807
Millmerran,-27.878577,151.2542015
Grindelwald - Lanena,-41.3475708,147.0014833
Westbury,-41.5281494,146.8325214
Dilston - Lilydale,-41.331928,147.0760032
Northern Midlands,-41.8798625,147.4362844
Scottsdale - Bridport,-41.0759971,147.5755245
Central Highlands,-24.063412,148.3122553
Invermay,-37.4993675,143.8764944
Wilston,-27.4335826,153.020154
Wilderness - East,-35.0102866,140.389023
Clifton - Greenmount,-27.7841523,151.8988415
Southern Downs - East,-28.5037024,151.8111572
Millicent,-37.5949379,140.3526512
Naracoorte,-36.9575267,140.7413543
Yorke Peninsula - South,-34.44304,137.6987969
Yarramundi - Londonderry,-33.6318172,150.6679956
Erskine Park,-33.8086111,150.8013889
Western,-17.8110895,177.433046
Whyalla - North,-33.0351381,137.5712221
APY Lands,-26.9574582,133.3806322
Coober Pedy,-29.0133682,134.7536164
Quorn - Lake Gilles,-32.3469384,138.0421184
Maryborough Surrounds,,
Johnstone,-17.4898175,145.7182732
Wooroonooran,-17.362767,145.7936064
Wyoming,-33.4066667,151.3594444
Mallala,-34.4376942,138.5103239
Clare,-33.8333914,138.6120042
Gilbert Valley,-33.8345339,138.6120212
Peterborough - Mount Remarkable,-32.4852988,138.2457564
Greenfield Park - Prairiewood,-33.871534,150.890521
Cecil Hills,-33.89,150.8511111
Royal National Park,-34.1121995,151.0267269
Callemondah,-23.831621,151.2162829
South Trees,-23.889844,151.2950858
West Wyalong,-33.923661,147.2050849
Lithgow,-33.481536,150.1564887
Lithgow Surrounds,,
Wollangambe - Wollemi,-33.3602778,150.4555556
Miandetta - Don,-41.1959751,146.3551526
Derwent Valley,-42.803102,146.5440405
Central Highlands - East,-24.063412,148.3122553
Bombala,-36.9113175,149.2389375
Cooma,-36.2356785,149.1261779
Gordon (ACT),-35.4567263,149.0850656
Conder,-35.4592733,149.1043282
Pearce,-35.36217,149.0835894
Torrens,-35.37195,149.0878797
Arboretum,-33.3577292,116.1578745
Rockhampton - West,-23.3849599,150.476253
Rosebery - Bellamack,-33.9185861,151.204692
East Arm,-12.4801795,130.8991355
Jingili,-12.3882883,130.8748581
Leanyer,-12.3743634,130.8980162
Horsley Park - Kemps Creek,-33.8387723,150.8484629
Wetherill Park Industrial,,
Creswick - Clunes,-37.4133573,143.8915897
The Basin,-37.8556937,145.3214075
Malaga,-31.8606948,115.894192
Melaleuca - Lexia,-43.4200014,146.1639982
Walyunga National Park,-31.7274965,116.0649883
Acacia Gardens,-33.7324595,150.9125321
Rowville - North,-37.9239267,145.2447672
Ingham,-18.6476374,146.1603448
Ingham Surrounds,,
Belgian Gardens - Pallarenda,-19.2477265,146.7925139
Richardson,-35.4279022,149.1139473
Molonglo,-35.299828,149.0401986
Karabar,-35.3759426,149.2328718
ACT - South West,-35.4883502,149.0026942
Namadgi,-36.4558303,148.2635105
Howard Springs,-12.4969791,131.0470011
Koolpinyah,-12.359574,131.2135
Cooma Surrounds,,
Deua - Wadbilliga,-35.9247222,149.8138889
Farrer,-35.3766895,149.1050381
Wanniassa,-35.3976642,149.0908045
Molonglo - East,-35.3528789,149.2399831
Weddell,-12.6178515,131.0024317
Brinkin - Nakara,-12.3685399,130.8674776
Nightcliff,-12.3831222,130.8492011
Rapid Creek,-12.3808953,130.8623385
King Island,-39.8686056,143.9785801
North West,-37.7318353,144.9506493
Waratah,-32.9023676,151.7312067
Parkes Surrounds,,
Mudgee Surrounds - East,,
Burnie - Ulverstone Surrounds,-41.0523688,145.9064073
Flinders and Cape Barren Islands,,
Montrose - Rosetta,-42.8261014,147.2682433
Dorrigo,-30.3399677,152.7120341
Bourke - Brewarrina,-30.6524338,146.4200033
Nyngan - Warren,-31.5616444,147.2317777
Coonabarabran,-31.2728076,149.2733225
Dubbo Surrounds,,
Gilgandra,-31.6325818,148.7044489
Narromine,-32.2317016,147.9528517
Wellington,-32.5542815,148.9515327
Kalgoorlie - North,-30.7384532,121.4600854
Brookton,-32.3554555,117.0484617
Kulin,-32.766108,118.2315927
Wagin,-33.2779075,117.3788569
Esperance Surrounds,,
Kojonup,-33.925403,117.0554915
Little Grove - Elleker,-35.07629,117.8679
Dowerin,-31.1157355,117.0881015
Moora,-30.516414,116.206497
Mukinbudin,-30.6361807,118.2949197
Muswellbrook Surrounds,,
Katherine,-14.4646157,132.2635993
Hope Valley - Postans,-34.8453721,138.6960181
Kwinana Industrial,,
Scone Surrounds,,
Armidale Surrounds - North,,
Armidale Surrounds - South,,
Port Macquarie Surrounds,,
Inverell Surrounds - East,,
Inverell Surrounds - West,,
Moree Surrounds,,
Narrabri,-30.3278407,149.5571542
Narrabri Surrounds,,
Gunnedah Surrounds,,
Bathurst Surrounds,,
Cowra Surrounds,,
Forbes,-33.378772,147.9534388
Grenfell,-33.8967902,148.160764
Newcastle Port - Kooragang,-32.7632534,151.7424587
Walcha,-31.1975806,151.7491266
Glen Innes,-29.7379146,151.7356326
Tumut Surrounds,,
Cootamundra,-34.6387195,148.0240804
Gundagai,-35.0627335,148.1006777
Carabooda - Pinjar,-31.59517,115.7129
Tumbarumba,-35.7764898,148.010062
Galston - Laughtondale,-33.6467002,151.0642498
Bilpin - Colo - St Albans,-33.496492,150.5288182
Avon Valley National Park,-31.604256,116.1942571
Gelorup - Stratham,-33.425012,115.6407959
Penola,-37.3761655,140.8404168
Tatiara,-36.2243075,140.5065428
Karoonda - Lameroo,-35.0938511,139.8962521
Loxton Surrounds,,
Holsworthy Military Area,-34.0743331,150.9259499
Hume,-35.3853817,149.1658468
Outback,-20.7274568,139.49896
Roxby Downs,-30.5652584,136.8941825
Ceduna,-32.1263581,133.6742187
Kimba - Cleve - Franklin Harbour,-33.0493267,136.2121201
Le Hunte - Elliston,-25.846,129.52125
Goyder,-33.7175888,139.0369511
Jamestown,-33.2054221,138.6053401
Port Pirie Surrounds,,
Badgerys Creek,-33.8831452,150.742466
Adelaide Airport,-34.946159,138.5307956
Smythes Creek,-37.6028625,143.767163
Avoca,-37.0889278,143.473745
Clarendon,-35.1092718,138.6293077
Coromandel Valley,-35.0450223,138.6236483
Niagara Park - Lisarow,-33.3825147,151.354934
Ourimbah - Fountaindale,-33.3595346,151.3699367
Belair,-34.9993826,138.625499
One Tree Hill,-34.7186911,138.7656403
Benalla Surrounds,,
Chiltern - Indigo Valley,-36.14081,146.6583058
Myrtleford,-36.5609628,146.7236797
Towong,-36.1196387,147.9565575
Euroa,-36.773286,145.582931
Seymour Surrounds,,
Kingaroy Surrounds - South,,
Panton Hill - St Andrews,-37.6411217,145.239209
Rowville - South,-37.9239267,145.2447672
Melbourne Airport,-37.6764488,144.8365383
Dalrymple,-20.6730133,146.9720297
Wandin - Seville,-37.7906299,145.4355517
Burdekin,-19.8475855,147.2194804
Seabrook,-37.8806797,144.7578334
Longreach,-23.4378387,144.2586898
Torres,-10.3923659,142.2401977
Swan Hill Surrounds,,
Lockington - Gunbower,-36.266325,144.4973949
Rochester,-36.3642684,144.6946225
Horsham Surrounds,,
St Arnaud,-36.614998,143.255393
Stawell,-37.0586869,142.7745476
West Wimmera,-36.9682482,141.0834156
Parkes (ACT) - South,-35.2965236,149.1295736
Calga - Kulnura,-33.4316667,151.2177778
Kariong,-33.44,151.3011111
Shepparton Surrounds - East,,
Southern Grampians,-37.8720348,142.2891127
Colac Surrounds,,
Mildura Surrounds,,
Red Cliffs,-34.3070205,142.1895377
Clermont,-22.8392872,147.1550176
Walkerston - Eton,-21.1583655,149.0631482
Corangamite - North,-38.21597,143.1273689
Corangamite - South,-38.1910078,143.5144282
Munruben - Park Ridge South,-27.7462512,153.0271901
North Stradbroke Island,-27.5647329,153.4487382
New Chum,-27.6173105,152.8349947
Westlake,-27.5490515,152.9121534
Roma Surrounds,,
Goondiwindi,-28.463433,150.2886154
Miles - Wandoan,-26.7296445,150.1520205
Central Highlands - West,-24.063412,148.3122553
Rockhampton Surrounds - West,,
Banana,-24.809184,150.1037835
Gowrie (ACT),-35.4118165,149.1091063
