sa2_code,sa2_name,state,sa4_name,composite_score_final,v9_national_rank,high_pressure_v9,urban_renewal_score,years_of_growth
205041095,Moe - Newborough,VIC,Latrobe - Gippsland,2.946777960929471,1183,0,0.1415937728529905,12
122021690,Mona Vale - Warriewood (North),NSW,Sydney - Northern Beaches,2.946425304966176,1184,0,0.17069997374066911,21
305041133,Auchenflower,QLD,Brisbane Inner City,2.9444448756179686,1185,0,0.03547951511030776,17
311061330,Kingston (Qld),QLD,Logan - Beaudesert,2.9443447858472744,1186,0,0.10779472117681889,16
505011073,Greenwood - Warwick,WA,Perth - North West,2.9427721450277504,1187,0,0.08269918446778567,11
308051534,Gladstone,QLD,Central Queensland,2.9413490817553987,1188,0,0.07959186953176141,16
603021070,Cygnet,TAS,South East,2.936441851799784,1189,0,0.07596199344246349,21
601061034,Dodges Ferry - Lewisham,TAS,Hobart,2.933341875002824,1190,0,0.0592922240523474,22
404031105,Fulham,SA,Adelaide - West,2.9325723619972637,1191,0,0.058653089860643735,17
308011192,Emerald,QLD,Central Queensland,2.9291331038715414,1192,0,0.04222104032116686,20
511041288,Geraldton - South,WA,Western Australia - Outback (South),2.9291102278020777,1193,0,0.13996772148423264,20
801011003,Bruce,ACT,Australian Capital Territory,2.9240014109295185,1194,0,0.07335633874059665,20
601031013,Austins Ferry - Granton,TAS,Hobart,2.921436550736375,1195,0,0.07647881100902185,22
506011115,Mount Nasura - Mount Richon - Bedfordale,WA,Perth - South East,2.920366477585846,1196,0,0.03229040620329937,22
701021021,Lyons (NT),NT,Darwin,2.9194084925021158,1197,0,0.049382946524785254,19
501031017,Bridgetown - Boyup Brook,WA,Bunbury,2.917436207407281,1198,0,0.049167686271011424,19
116031319,Rooty Hill - Minchinbury,NSW,Sydney - Blacktown,2.91591886772946,1199,0,0.09328734185460434,20
309031235,Arundel,QLD,Gold Coast,2.9144911838792043,1200,0,0.022829111943036634,21
407021173,Mount Gambier - East,SA,South Australia - South East,2.9136915137070445,1201,0,0.10085409553795867,20
202011023,Maiden Gully,VIC,Bendigo,2.911300099768003,1202,0,0.042481481481481474,22
309071553,Ormeau (West) - Yatala,QLD,Gold Coast,2.9112638275314118,1203,0,0.05072412159762245,21
206041125,South Yarra - West,VIC,Melbourne - Inner,2.91079544643268,1204,0,0.10854040644546736,17
406011133,Port Lincoln,SA,South Australia - Outback,2.9093450421946687,1205,0,0.08872648852506416,22
212051327,Wheelers Hill,VIC,Melbourne - South East,2.9075994117609487,1206,0,0.14048134471165644,11
116031315,Hassall Grove - Plumpton,NSW,Sydney - Blacktown,2.9074084971045466,1207,0,0.08523291146042478,19
305021116,Hawthorne,QLD,Brisbane Inner City,2.9070428351777142,1208,0,0.01562945781537596,21
213011335,St Albans - South,VIC,Melbourne - West,2.9069232162154357,1209,0,0.1080931107872468,15
101041018,Batemans Bay - South,NSW,Capital Region,2.905873204345004,1210,0,0.1298814982121148,17
209041531,Mernda - North,VIC,Melbourne - North East,2.9054635272285005,1211,0,0.08651270363872057,21
509011226,Albany Surrounds,WA,Western Australia - Wheat Belt,2.9042200594817844,1212,0,0.03942041291762394,22
403021060,Marino - Seaview Downs,SA,Adelaide - South,2.9020509137684636,1213,0,0.07476375584247304,17
121021406,Normanhurst - Thornleigh - Westleigh,NSW,Sydney - North Sydney and Hornsby,2.9019249878740534,1214,0,0.06248923054414651,20
207011519,Hawthorn - North,VIC,Melbourne - Inner East,2.89846616570731,1215,0,0.04000428595148752,17
213051581,Point Cook - North West,VIC,Melbourne - West,2.896729548053372,1216,0,0.08791949990810681,21
128021607,Engadine,NSW,Sydney - Sutherland,2.8890009454984154,1217,0,0.10624555479408868,17
111021216,Bonnells Bay - Silverwater,NSW,Newcastle and Lake Macquarie,2.8881484915209383,1218,0,0.05788909050506376,22
209041216,Bundoora - North,VIC,Melbourne - North East,2.8854075097759715,1219,0,0.00427676270189222,19
402051051,Highbury - Dernancourt,SA,Adelaide - North,2.88516511854316,1220,0,0.10854728575077575,14
316021581,Meridan Plains - Little Mountain (North),QLD,Sunshine Coast,2.883558876568433,1221,0,0.18360361989090918,22
128021536,Oyster Bay - Como - Jannali,NSW,Sydney - Sutherland,2.8810297738248063,1222,0,0.07386814957889763,17
603031074,Triabunna - Bicheno,TAS,South East,2.8784660786114546,1223,0,0.08195054221158868,20
401051019,St Peters - Marden,SA,Adelaide - Central and Hills,2.8746306811159386,1224,0,0.20097136363629364,16
201031014,Beaufort,VIC,Ballarat,2.8743598441433753,1225,0,0.031014701031997823,19
311041567,Flagstone (East) - Riverbend,QLD,Logan - Beaudesert,2.873701086740513,1226,0,0.02807783592626944,22
116031316,Lethbridge Park - Tregear,NSW,Sydney - Blacktown,2.872581314857795,1227,0,0.05719647566086769,16
310011276,Wacol,QLD,Ipswich,2.8710052843525045,1228,0,0.006346666666666667,17
112011236,Ballina,NSW,Richmond - Tweed,2.8706428053698967,1229,0,0.11762242466119452,20
201021009,Bacchus Marsh Surrounds,VIC,Ballarat,2.8705309895595135,1230,0,0.04865971173599788,22
313021367,Elimbah,QLD,Moreton Bay - North,2.867841696112891,1231,0,0.039448492279934064,22
216031415,Mooroopna,VIC,Shepparton,2.8673187471849366,1232,0,0.08497954393607683,16
205031087,Foster,VIC,Latrobe - Gippsland,2.8657362210230923,1233,0,0.09355400185447939,19
115011556,Castle Hill - South,NSW,Sydney - Baulkham Hills and Hawkesbury,2.865331251081714,1234,0,0.08381226581274287,19
319021506,Kingaroy Surrounds - North,QLD,Wide Bay,2.865064885131902,1235,0,0.1121309922173651,16
119031667,Penshurst,NSW,Sydney - Inner South West,2.8650596464005145,1236,0,0.05166211929044133,17
309071556,Upper Coomera (South) - Wongawallan,QLD,Gold Coast,2.863275611342206,1237,0,0.03530355016572789,22
403031068,Colonel Light Gardens,SA,Adelaide - South,2.8630475314746526,1238,0,0.08086920764349008,19
120021389,Lilyfield - Rozelle,NSW,Sydney - Inner West,2.863010283142499,1239,0,0.052127117198563784,18
209031215,Wattle Glen - Diamond Creek,VIC,Melbourne - North East,2.856048276898131,1240,0,0.06441706196806728,18
206021500,Northcote - West,VIC,Melbourne - Inner,2.8542418709742927,1241,0,0.0665309196186663,20
506041137,Thornlie,WA,Perth - South East,2.8526068033564207,1242,0,0.06811829791917187,15
319011500,Millbank - Avoca,QLD,Wide Bay,2.8524059644485567,1243,0,0.11975736164931486,14
106011110,Dungog,NSW,Hunter Valley exc Newcastle,2.845639824830251,1244,0,0.06058300476855179,18
210051250,Tullamarine,VIC,Melbourne - North West,2.843767461688252,1245,0,0.10104211181024049,13
217041478,Moyne - West,VIC,Warrnambool and South West,2.8436238389811495,1246,0,0.0654848687387076,22
209011201,Ivanhoe East - Eaglemont,VIC,Melbourne - North East,2.843436846150771,1247,0,0.07642965758847456,19
117031638,Camperdown - Darlington,NSW,Sydney - City and Inner South,2.8412393260017823,1248,0,0.050171304375140266,18
119041377,Kingsgrove (South) - Bardwell Park,NSW,Sydney - Inner South West,2.839769783881143,1249,0,0.10795918340188426,14
217031472,Colac,VIC,Warrnambool and South West,2.8377282348566237,1250,0,0.13549921673213572,18
404011094,Royal Park - Hendon - Albert Park,SA,Adelaide - West,2.835956670470275,1251,0,0.07806417467582773,18
801051125,Duntroon,ACT,Australian Capital Territory,2.8357572324739806,1252,0,0.0,18
207021156,Bulleen,VIC,Melbourne - Inner East,2.8331267870251993,1253,0,0.14422932057943144,16
205021082,Bruthen - Omeo,VIC,Latrobe - Gippsland,2.831284931266954,1254,0,0.06206604599486273,20
401021004,Aldgate - Stirling,SA,Adelaide - Central and Hills,2.8272504075510283,1255,0,0.06287009052746148,18
214011374,Langwarrin,VIC,Mornington Peninsula,2.8251490961100347,1256,0,0.05269621067099107,21
308031218,Rockhampton Surrounds - East,QLD,Central Queensland,2.824627587413543,1257,0,0.03336274929822609,20
601031020,New Norfolk,TAS,Hobart,2.823972649079674,1258,0,0.06223448397857736,21
214011376,Skye - Sandhurst,VIC,Mornington Peninsula,2.8225799446033792,1259,0,0.1468150912675045,19
319021505,Kingaroy,QLD,Wide Bay,2.8223696946633203,1260,0,0.0813237250883594,19
212041564,Dandenong - South,VIC,Melbourne - South East,2.818772627902073,1261,0,0.03715604760351463,18
106021116,Maitland - North,NSW,Hunter Valley exc Newcastle,2.815500816642499,1262,0,0.05487107128655725,22
505011075,Hillarys,WA,Perth - North West,2.8126540170940864,1263,0,0.06570518345911865,17
302011022,Bald Hills,QLD,Brisbane - North,2.8121688559511773,1264,0,0.02744813361189121,22
212031557,Cranbourne East - North,VIC,Melbourne - South East,2.8112570832299886,1265,0,0.018750338435241168,22
505011070,Craigie - Beldon,WA,Perth - North West,2.8075589679591983,1266,0,0.07021046804548833,13
201011483,Canadian - Mount Clear,VIC,Ballarat,2.807463100405872,1267,0,0.11752555995916811,21
102021047,Chittaway Bay - Tumbi Umbi,NSW,Central Coast,2.806493934168362,1268,0,0.12251807537432298,15
119021662,Earlwood,NSW,Sydney - Inner South West,2.8063099034751184,1269,0,0.15980548890853488,13
318021483,Magnetic Island,QLD,Townsville,2.804653825194325,1270,0,0.03874493827160494,20
203031049,Lorne - Anglesea,VIC,Geelong,2.801208794187228,1271,0,0.106643219786933,19
114011283,Ulladulla Surrounds,NSW,Southern Highlands and Shoalhaven,2.8011412618713654,1272,0,0.04167234866818813,21
122021422,Newport - Bilgola,NSW,Sydney - Northern Beaches,2.8009362450254205,1273,0,0.10816758123859511,16
507051190,Safety Bay - Shoalwater,WA,Perth - South West,2.7987078481612726,1274,0,0.07204836241199877,15
121021577,Hornsby - East,NSW,Sydney - North Sydney and Hornsby,2.7937517325353034,1275,0,0.005624865761037948,19
801051055,Downer,ACT,Australian Capital Territory,2.7932769229950014,1276,0,0.24138538612724122,18
312021347,Mackay Harbour,QLD,Mackay - Isaac - Whitsunday,2.7917555093803523,1277,0,0.030472829908944576,19
205041494,Traralgon - West,VIC,Latrobe - Gippsland,2.791719498186889,1278,0,0.05236064973156121,22
407021150,Grant,SA,South Australia - South East,2.791639717920964,1279,0,0.04155031615651681,22
202021030,Kyneton,VIC,Bendigo,2.790937445156731,1280,0,0.08054337074937287,22
306021155,White Rock,QLD,Cairns,2.7903357806630362,1281,0,0.03013849736434933,21
314021579,North Lakes,QLD,Moreton Bay - South,2.7889056465777915,1282,0,0.18066782777370302,21
119041669,Bexley - North,NSW,Sydney - Inner South West,2.7885258778523876,1283,0,0.13130254208223982,17
217041480,Warrnambool - South,VIC,Warrnambool and South West,2.783833949725284,1284,0,0.06872104496330998,19
113031267,Wagga Wagga - East,NSW,Riverina,2.783441465129347,1285,0,0.11432573467029639,18
214021382,Mount Martha,VIC,Mornington Peninsula,2.782585806403549,1286,0,0.12597822851121804,20
307031184,Clifton - Greenmount,QLD,Darling Downs - Maranoa,2.7821404433556545,1287,0,0.025235302839575386,22
303021054,Fairfield - Dutton Park,QLD,Brisbane - South,2.7816999013261188,1288,0,0.005839919586313913,20
213051467,Werribee - East,VIC,Melbourne - West,2.7814710201627384,1289,0,0.16193632466436503,17
509021245,York - Beverley,WA,Western Australia - Wheat Belt,2.780170899068598,1290,0,0.10163098381195884,17
311031319,Regents Park - Heritage Park,QLD,Logan - Beaudesert,2.77686089485429,1291,0,0.02957623535770087,17
405011113,Mallala,SA,Barossa - Yorke - Mid North,2.7766066496478246,1292,0,0.05069140002827032,21
114021289,Southern Highlands,NSW,Southern Highlands and Shoalhaven,2.774516758947007,1293,0,0.0593710220161268,21
701031031,Howard Springs,NT,Darwin,2.7718630339277013,1294,0,0.026753161507461907,14
307031186,Southern Downs - West,QLD,Darling Downs - Maranoa,2.7705217454098108,1295,0,0.028606060606060604,22
309041241,Guanaba - Springbrook,QLD,Gold Coast,2.770426096232882,1296,0,0.04340703152795227,20
403041078,Hackham - Onkaparinga Hills,SA,Adelaide - South,2.7681969125971997,1297,0,0.13276033092510936,16
511031280,Kalgoorlie - North,WA,Western Australia - Outback (South),2.7679161761701545,1298,0,0.16502915049851075,14
205031089,Korumburra,VIC,Latrobe - Gippsland,2.767906541549866,1299,0,0.04741991258205513,21
211021261,Donvale - Park Orchards,VIC,Melbourne - Outer East,2.7671513206157563,1300,0,0.05888378522756637,15
213051590,Wyndham Vale - South,VIC,Melbourne - West,2.7664792456181413,1301,0,0.01815468163328932,20
111031234,Waratah - North Lambton,NSW,Newcastle and Lake Macquarie,2.765697974173074,1302,0,0.2851234674511637,19
126021722,Denistone,NSW,Sydney - Ryde,2.764357876818825,1303,0,0.1292254718768832,15
216031419,Shepparton Surrounds - West,VIC,Shepparton,2.763857910943086,1304,0,0.1160037406991197,17
505011074,Heathridge - Connolly,WA,Perth - North West,2.76351429531301,1305,0,0.04922352884866369,11
319041519,Point Vernon,QLD,Wide Bay,2.763139060924258,1306,0,0.15505429059542028,15
208021180,Hughesdale,VIC,Melbourne - Inner South,2.762878085615716,1307,0,0.04274212178279509,18
101041021,Broulee - Tomakin,NSW,Capital Region,2.762184902408185,1308,0,0.030110727140195234,20
601021010,Risdon Vale,TAS,Hobart,2.7617511892207354,1309,0,0.052274448062064854,17
319051524,Maryborough (Qld),QLD,Wide Bay,2.7601459408089277,1310,0,0.12757839583124694,17
122031693,Collaroy - Collaroy Plateau,NSW,Sydney - Northern Beaches,2.757698253970579,1311,0,0.10502682358557609,17
102021057,Wyong,NSW,Central Coast,2.7548654729361095,1312,0,0.08087943782846749,20
201031015,Golden Plains - North,VIC,Ballarat,2.7526704455850965,1313,0,0.039710301904665866,22
209011196,Bundoora - East,VIC,Melbourne - North East,2.7492513948677995,1314,0,0.03506513618428398,18
109011173,Albury - North,NSW,Murray,2.747886238300294,1315,0,0.0673635521156657,20
210051441,Craigieburn - Central,VIC,Melbourne - North West,2.7426087475644607,1316,0,0.09322921440750251,18
507011260,Jandakot,WA,Perth - South West,2.7419630426171375,1317,0,0.2305342285723189,11
801061067,Narrabundah,ACT,Australian Capital Territory,2.7375085928886698,1318,0,0.03615161756956672,18
505021301,Dianella - North,WA,Perth - North West,2.7324814198089857,1319,0,0.12120162951109664,15
104021089,Sawtell - Boambee,NSW,Coffs Harbour - Grafton,2.731482577157326,1320,0,0.06673542116565567,20
801061069,Red Hill (ACT),ACT,Australian Capital Territory,2.731240323904249,1321,0,0.043143106892089125,13
509011227,Bayonet Head - Lower King,WA,Western Australia - Wheat Belt,2.730752829491386,1322,0,0.0585514728998052,21
302041042,Brighton (Qld),QLD,Brisbane - North,2.7265125157930346,1323,0,0.03665138996733702,20
207011154,Kew East,VIC,Melbourne - Inner East,2.7256908154135666,1324,0,0.05207275189917055,17
120021674,Annandale (NSW),NSW,Sydney - Inner West,2.7238185923434552,1325,0,0.10362360165244795,21
117031329,Darlinghurst,NSW,Sydney - City and Inner South,2.721799236720481,1326,0,0.0033306655991458115,17
114011272,Berry - Kangaroo Valley,NSW,Southern Highlands and Shoalhaven,2.7173140748938267,1327,0,0.13558590248542468,18
125011709,Silverwater - Newington,NSW,Sydney - Parramatta,2.7151429797068434,1328,0,0.044949327270329006,14
401021006,Lobethal - Woodside,SA,Adelaide - Central and Hills,2.7148980372062774,1329,0,0.06573495689185362,17
120031394,Dulwich Hill - Lewisham,NSW,Sydney - Inner West,2.7137302447331018,1330,0,0.1745334888243704,16
213011332,Keilor Downs,VIC,Melbourne - West,2.7127789243264173,1331,0,0.42327449319400867,2
205051103,Sale,VIC,Latrobe - Gippsland,2.7123672660209324,1332,0,0.11149071924511851,22
206041120,Flemington Racecourse,VIC,Melbourne - Inner,2.7111599452166066,1333,0,0.674345114413483,14
122031430,Manly Vale - Allambie Heights,NSW,Sydney - Northern Beaches,2.71077783111757,1334,0,0.07233852398893424,16
108051169,Taree,NSW,Mid North Coast,2.706961835874781,1335,0,0.10371620362539123,17
127031601,Warwick Farm,NSW,Sydney - South West,2.7055925532556793,1336,0,0.0031198476314192487,14
305041136,Red Hill (Qld),QLD,Brisbane Inner City,2.7029383838231102,1337,0,0.031104047772209747,17
107031138,Kiama,NSW,Illawarra,2.6999607662172105,1338,0,0.06581647608391639,19
301031016,Manly West,QLD,Brisbane - East,2.698354553225283,1339,0,0.020724152099070386,20
102011042,Woy Woy - Blackwall,NSW,Central Coast,2.69754065522319,1340,0,0.10704678832296055,18
506011116,Roleystone,WA,Perth - South East,2.697226253303945,1341,0,0.09604079861111112,18
203021486,Corio - Lovely Banks,VIC,Geelong,2.69664700449137,1342,0,0.12204903832942016,17
118011344,Dover Heights,NSW,Sydney - Eastern Suburbs,2.696345540027089,1343,0,0.061162234917710695,17
206071140,Carlton North - Princes Hill,VIC,Melbourne - Inner,2.695984183425313,1344,0,0.06176224561401075,15
119031371,Oatley - Hurstville Grove,NSW,Sydney - Inner South West,2.6939073489475907,1345,0,0.08533726119046539,15
316071546,Diddillibah - Rosemount,QLD,Sunshine Coast,2.6930307532332396,1346,0,0.020366585484142937,22
125011585,Berala,NSW,Sydney - Parramatta,2.692794790438809,1347,0,0.07223937827766147,15
120021675,Leichhardt,NSW,Sydney - Inner West,2.6885977223738338,1348,0,0.06350762108077267,16
106021617,Tenambit - East Maitland,NSW,Hunter Valley exc Newcastle,2.687658994102135,1349,0,0.1126660899384846,21
116011306,Doonside - Woodcroft,NSW,Sydney - Blacktown,2.685787940752522,1350,0,0.0964824218757018,16
303021056,Holland Park,QLD,Brisbane - South,2.6855999483338606,1351,0,0.05807699087739039,21
601031015,Claremont (Tas.),TAS,Hobart,2.6827387030158074,1352,0,0.11000818541591387,17
307011172,Chinchilla,QLD,Darling Downs - Maranoa,2.6814093589870494,1353,0,0.022091643694644943,22
303031066,Wishart,QLD,Brisbane - South,2.678919639920115,1354,0,0.03259777326180157,19
109021178,Wentworth - Buronga,NSW,Murray,2.6770780673739334,1355,0,0.11942803511789882,16
504021053,Mundaring,WA,Perth - North East,2.6717801951524347,1356,0,0.05719555380787869,18
511021276,Carnarvon,WA,Western Australia - Outback (South),2.6710748636527724,1357,0,0.3651347747239866,7
604011084,Wynyard,TAS,West and North West,2.6676967185261242,1358,0,0.12214523462012346,16
121011682,Artarmon,NSW,Sydney - North Sydney and Hornsby,2.665291274551304,1359,0,0.10455543607061056,15
101041027,Narooma - Bermagui,NSW,Capital Region,2.6630168950333934,1360,0,0.11030731771151062,18
101041026,Moruya - Tuross Head,NSW,Capital Region,2.6630018186966042,1361,0,0.0720193813971477,20
117031331,Glebe - Forest Lodge,NSW,Sydney - City and Inner South,2.6598240367157993,1362,0,0.01611941608337279,18
206041119,East Melbourne,VIC,Melbourne - Inner,2.6538711453596604,1363,0,0.12879345908096737,17
304021089,Fig Tree Pocket,QLD,Brisbane - West,2.653716340924979,1364,0,0.029424859948981384,20
602011039,Legana,TAS,Launceston and North East,2.653509116174987,1365,0,0.03996012339554965,22
318011466,Palm Island,QLD,Townsville,2.6527817201980137,1366,0,0.1294645859265752,11
117031336,Surry Hills,NSW,Sydney - City and Inner South,2.6515683462187725,1367,0,0.009237604307034014,17
602011052,Youngtown - Relbia,TAS,Launceston and North East,2.64837527572892,1368,0,0.055731229978260154,17
106041126,Muswellbrook,NSW,Hunter Valley exc Newcastle,2.6475042000479565,1369,0,0.07804402288851589,20
216011406,Echuca,VIC,Shepparton,2.6461450725059863,1370,0,0.07588024132021391,20
118021651,Coogee - Clovelly,NSW,Sydney - Eastern Suburbs,2.6445046080376815,1371,0,0.11163738326637279,13
312021351,Pioneer Valley,QLD,Mackay - Isaac - Whitsunday,2.643406741661678,1372,0,0.04654852435965219,21
602031059,George Town,TAS,Launceston and North East,2.6399443267417544,1373,0,0.11182245151147426,18
205031090,Leongatha,VIC,Latrobe - Gippsland,2.63948578261033,1374,0,0.05666814815157813,22
119031370,Narwee - Beverly Hills,NSW,Sydney - Inner South West,2.636910476605736,1375,0,0.1177777822181861,15
505011072,Duncraig,WA,Perth - North West,2.6327010642145123,1376,0,0.08441000106674196,10
111021215,Bolton Point - Teralba,NSW,Newcastle and Lake Macquarie,2.6323589687171522,1377,0,0.16162787709689502,12
121041688,Mosman - North,NSW,Sydney - North Sydney and Hornsby,2.628104833643332,1378,0,0.20110754619967328,16
319021504,Gin Gin,QLD,Wide Bay,2.627208419359788,1379,0,0.030978133333333335,17
112011241,Evans Head,NSW,Richmond - Tweed,2.6270439505208834,1380,0,0.031484743204567726,19
501031020,Pemberton,WA,Bunbury,2.626284898120866,1381,0,0.08662345890734516,14
204011059,Seymour,VIC,Hume,2.6262710051491727,1382,0,0.11349972964165587,10
311021306,Beenleigh,QLD,Logan - Beaudesert,2.6259433077110814,1383,0,0.06646304962912776,16
202021029,Heathcote,VIC,Bendigo,2.624733951063296,1384,0,0.04263217543441419,20
204031073,West Wodonga,VIC,Hume,2.619267615975095,1385,0,0.06651900395360023,20
213041576,Kurunjang - Toolern Vale,VIC,Melbourne - West,2.617888130224487,1386,0,0.0214266225160722,21
317011452,Middle Ridge,QLD,Toowoomba,2.6174523292018117,1387,0,0.022091643694644943,22
601051031,Sandy Bay,TAS,Hobart,2.6163724273779896,1388,0,0.06861656865001028,20
119021573,Lakemba,NSW,Sydney - Inner South West,2.61608657173787,1389,0,0.021971326124819057,16
403041088,Willunga,SA,Adelaide - South,2.615316767669456,1390,0,0.03484341882604848,20
205011077,Mount Baw Baw Region,VIC,Latrobe - Gippsland,2.6145731894373427,1391,0,0.032562671145090795,22
305031123,Grange,QLD,Brisbane Inner City,2.614235312055858,1392,0,0.03623119318374035,21
507021164,East Fremantle,WA,Perth - South West,2.611069525913833,1393,0,0.013333333333333334,20
209041527,Doreen - North,VIC,Melbourne - North East,2.6101446785896023,1394,0,0.05091324568800483,22
316021418,Buddina - Minyama,QLD,Sunshine Coast,2.6082104019760997,1395,0,0.20988157976045463,18
311061331,Logan Central,QLD,Logan - Beaudesert,2.608042623917385,1396,0,0.07092681598047221,14
603021069,Bruny Island - Kettering,TAS,South East,2.608000952294281,1397,0,0.05001334938310637,22
212031562,Hampton Park - West,VIC,Melbourne - South East,2.6075692015845653,1398,0,0.07234453424280135,19
305031130,Windsor,QLD,Brisbane Inner City,2.607177613536215,1399,0,0.0145418733584782,21
318021474,Douglas,QLD,Townsville,2.6059153243398163,1400,0,0.013606661530556787,20
116011560,Blacktown - South,NSW,Sydney - Blacktown,2.6037199449803756,1401,0,0.07584966758613478,17
101041024,Eurobodalla Hinterland,NSW,Capital Region,2.6002196720008137,1402,0,0.016038412105278704,18
601031014,Berriedale - Chigwell,TAS,Hobart,2.599865810997915,1403,0,0.12370551808270483,19
302021027,Aspley,QLD,Brisbane - North,2.5945379882956687,1404,0,0.04945366617879384,17
404031109,West Beach,SA,Adelaide - West,2.5927222243754113,1405,0,0.04398326075526073,19
302041043,Deagon,QLD,Brisbane - North,2.591947695545804,1406,0,0.025455613209024338,18
205011078,Trafalgar (Vic.),VIC,Latrobe - Gippsland,2.5914159829515278,1407,0,0.03355800153084413,20
120031679,Croydon,NSW,Sydney - Inner West,2.5859617378943964,1408,0,0.08145622082326193,17
308051539,West Gladstone,QLD,Central Queensland,2.584772466865533,1409,0,0.09528236877074509,15
311061332,Rochedale South - Priestdale,QLD,Logan - Beaudesert,2.5829853156396574,1410,0,0.053573727503597665,17
209011202,Montmorency - Briar Hill,VIC,Melbourne - North East,2.5826132954810297,1411,0,0.07653146471284493,16
701011005,Larrakeyah,NT,Darwin,2.582306149611279,1412,0,0.02985643690061944,20
116011626,Seven Hills - Prospect,NSW,Sydney - Blacktown,2.5801756597750627,1413,0,0.17394384111165123,14
114011281,Tomerong - Wandandian - Woollamia,NSW,Southern Highlands and Shoalhaven,2.579300563715731,1414,0,0.02624765190935708,21
307021182,Pittsworth,QLD,Darling Downs - Maranoa,2.578449193350338,1415,0,0.07945852369278039,20
210051243,Campbellfield - Coolaroo,VIC,Melbourne - North West,2.578391862180432,1416,0,0.04822568731461717,15
127021510,Bossley Park - Abbotsbury,NSW,Sydney - South West,2.5768028249623796,1417,0,0.10046036658051956,13
801051127,Reid,ACT,Australian Capital Territory,2.570009993610066,1418,0,0.006224314463396502,10
316021419,Caloundra - Kings Beach,QLD,Sunshine Coast,2.5677603406364726,1419,0,0.1427150198107654,19
125011587,Regents Park,NSW,Sydney - Parramatta,2.565925238339361,1420,0,0.055208929536854565,18
303031062,Mansfield (Qld),QLD,Brisbane - South,2.5658850198052257,1421,0,0.04656961882826655,17
318021480,Kelso,QLD,Townsville,2.5656939488989052,1422,0,0.02542567260788805,21
701031032,Humpty Doo,NT,Darwin,2.565341190549815,1423,0,0.031347891272335206,18
214011372,Frankston North,VIC,Mornington Peninsula,2.564671490922888,1424,0,0.1480750544408215,14
308051538,Telina - Toolooa,QLD,Central Queensland,2.5627985684209564,1425,0,0.01691866613290624,19
212011552,Pakenham - South West,VIC,Melbourne - South East,2.562440100839537,1426,0,0.0313410210468746,21
301021011,Sheldon - Mount Cotton,QLD,Brisbane - East,2.5607794623864084,1427,0,0.012203997133154358,22
204011054,Alexandra,VIC,Hume,2.560521698898029,1428,0,0.09316627161610236,18
702031061,West Arnhem,NT,Northern Territory - Outback,2.559712179073776,1429,0,0.09054207241075296,19
602031064,St Helens - Scamander,TAS,Launceston and North East,2.5588727517099947,1430,0,0.06612841932610529,17
602021057,Westbury,TAS,Launceston and North East,2.5550027209298913,1431,0,0.0748864129272732,16
316021422,Moffat Beach - Battery Hill,QLD,Sunshine Coast,2.554059730535177,1432,0,0.04465707804573065,20
303061077,Kuraby,QLD,Brisbane - South,2.549776977720356,1433,0,0.019230859580791092,20
111011210,Mount Hutton - Windale,NSW,Newcastle and Lake Macquarie,2.5475683353638097,1434,0,0.06426085547491153,19
117031639,Chippendale,NSW,Sydney - City and Inner South,2.5471412216208,1435,0,0.004,17
308051535,Gladstone Hinterland,QLD,Central Queensland,2.546725204223376,1436,0,0.0494274713988532,17
602011041,Newnham - Mayfield,TAS,Launceston and North East,2.545576531262219,1437,0,0.10092249545205172,21
310011272,Durack,QLD,Ipswich,2.5436165558313784,1438,0,0.03745877223121718,20
501021015,East Bunbury - Glen Iris,WA,Bunbury,2.535067371812812,1439,0,0.06244439369442836,15
405041124,Kadina,SA,Barossa - Yorke - Mid North,2.5343959724582894,1440,0,0.033257869828938864,21
201011481,Ballarat East - Warrenheip,VIC,Ballarat,2.5315791084954644,1441,0,0.08799392383715243,17
303021057,Holland Park West,QLD,Brisbane - South,2.5298722367480737,1442,0,0.03911859877725869,19
309011226,Burleigh Waters,QLD,Gold Coast,2.5285583679975745,1443,0,0.05652442050019805,15
213011569,Deer Park,VIC,Melbourne - West,2.5201538720903853,1444,0,0.05337161017696715,14
702011049,Mount Johns,NT,Northern Territory - Outback,2.5198901841404773,1445,0,0.004,16
506011114,Kelmscott,WA,Perth - South East,2.51843641954504,1446,0,0.05377756129270798,15
317011459,Wilsonton,QLD,Toowoomba,2.5173110731794726,1447,0,0.04846071218727388,22
110041199,Gunnedah,NSW,New England and North West,2.517043449004402,1448,0,0.11761688290976108,18
603031073,Forestier - Tasman,TAS,South East,2.515777089919219,1449,0,0.04090491394954994,18
207031167,Surrey Hills (East) - Mont Albert,VIC,Melbourne - Inner East,2.5125141266472686,1450,0,0.040266452838401516,19
309031240,Runaway Bay,QLD,Gold Coast,2.5121001128279916,1451,0,0.09797650928133839,15
209011204,Watsonia,VIC,Melbourne - North East,2.5099478535785154,1452,0,0.07857765306435349,13
309021233,Elanora,QLD,Gold Coast,2.508074141475308,1453,0,0.013333333333333334,18
602031060,Longford,TAS,Launceston and North East,2.507203118652977,1454,0,0.04087637174211248,18
205051100,Longford - Loch Sport,VIC,Latrobe - Gippsland,2.5054366955221683,1455,0,0.06647952242121338,18
509011234,Plantagenet,WA,Western Australia - Wheat Belt,2.505141796475638,1456,0,0.06123897111857759,17
204021065,Rutherglen,VIC,Hume,2.5033313081274664,1457,0,0.02668933281511716,21
