sa2_code,sa2_name,state,sa4_name,v9_score,v9_rank,high_pressure_v9,saturation_index,v10_score,v10_rank,top_3_drivers,sa4_rank,high_pressure_pct
318011461,Burdekin,QLD,Townsville,1.061259856116106,2163,0,0.001864479068822155,1.0592811593277962,2161,total_dwellings_2024-25: -1.729 | urban_renewal_score: -1.649 | lot_approvals_2yr: -0.996,68,12.1
509011229,Gnowangerup,WA,Western Australia - Wheat Belt,1.0626517285271784,2162,0,0.004454385138251256,1.05791826846049,2162,urban_renewal_score: -1.685 | total_dwellings_2024-25: -1.678 | erp_change_pct: -1.195,73,11.5
701021011,Anula,NT,Darwin,1.0545502728877751,2166,0,0.0001793061508395064,1.0543611855374768,2163,total_dwellings_2024-25: -1.748 | urban_renewal_score: -1.628 | lot_approvals_2yr: -1.021,85,2.3
701021010,Alawa,NT,Darwin,1.0538367812510665,2167,0,9.1717387830872e-05,1.05374012609429,2164,total_dwellings_2024-25: -1.717 | urban_renewal_score: -1.591 | erp_change_pct: -1.157,85,2.3
108041165,Port Macquarie Surrounds,NSW,Mid North Coast,1.0561965305324483,2165,0,0.0031889049463022434,1.0528284201919662,2165,urban_renewal_score: -1.666 | total_dwellings_2024-25: -1.638 | erp_change_pct: -1.202,50,22.7
102011043,Wyoming,NSW,Central Coast,1.0499320484713577,2169,0,0.0015915537640475929,1.0482610251676188,2166,total_dwellings_2024-25: -1.688 | urban_renewal_score: -1.630 | erp_change_pct: -1.222,60,20.0
601031021,West Moonah,TAS,Hobart,1.051237744394643,2168,0,0.0039219528884870715,1.0471148394865277,2167,total_dwellings_2024-25: -1.754 | urban_renewal_score: -1.716 | erp_change_pct: -1.200,72,5.9
107011547,Windang - Primbee,NSW,Illawarra,1.0483441372435731,2170,0,0.0035377910041846385,1.0446353147855432,2168,total_dwellings_2024-25: -1.658 | urban_renewal_score: -1.627 | erp_change_pct: -1.190,40,25.0
403041071,Aberfoyle Park,SA,Adelaide - South,1.0457825039253084,2171,0,0.0019673375716344624,1.043725096713578,2169,urban_renewal_score: -1.667 | total_dwellings_2024-25: -1.623 | erp_change_pct: -1.204,47,22.9
406021143,Roxby Downs,SA,South Australia - Outback,1.0401973724252074,2173,0,5.6114790640652956e-05,1.0401390019674288,2170,total_dwellings_2024-25: -1.741 | urban_renewal_score: -1.606 | erp_change_pct: -1.183,88,0.0
315031410,Far Central West,QLD,Queensland - Outback,1.0408965154256191,2172,0,0.0018340509329159962,1.0389874582004337,2171,total_dwellings_2024-25: -1.676 | urban_renewal_score: -1.598 | erp_change_pct: -1.180,84,5.6
801011006,Dunlop,ACT,Australian Capital Territory,1.0333364687367848,2176,0,5.352449742934768e-05,1.0332811599216203,2172,total_dwellings_2024-25: -1.835 | urban_renewal_score: -1.602 | erp_change_pct: -1.192,81,6.0
113031264,Gundagai,NSW,Riverina,1.0311423300859857,2177,0,0.0015871922006841037,1.029505709021878,2173,total_dwellings_2024-25: -1.696 | urban_renewal_score: -1.626 | erp_change_pct: -1.182,76,12.5
407031167,Renmark,SA,South Australia - South East,1.0358149813555098,2174,0,0.006228383409347248,1.0293635285104816,2174,total_dwellings_2024-25: -1.663 | urban_renewal_score: -1.655 | erp_change_pct: -1.202,63,17.9
509011231,Kojonup,WA,Western Australia - Wheat Belt,1.027736298956826,2178,0,0.0014542986754379717,1.0262416634185534,2175,total_dwellings_2024-25: -1.654 | urban_renewal_score: -1.615 | erp_change_pct: -1.185,73,11.5
212041565,Keysborough - North,VIC,Melbourne - South East,1.0350165675862182,2175,0,0.008848738731028262,1.025857976397362,2176,urban_renewal_score: -1.670 | total_dwellings_2024-25: -1.633 | erp_change_pct: -1.344,19,44.6
211051284,Upwey - Tecoma,VIC,Melbourne - Outer East,1.0261902415012334,2179,0,0.001712532231787846,1.0244328576367163,2177,urban_renewal_score: -1.699 | total_dwellings_2024-25: -1.696 | erp_change_pct: -0.976,48,27.5
801071078,Gordon (ACT),ACT,Australian Capital Territory,1.0219410019217343,2180,0,0.00026660712622979265,1.0216685451680356,2178,total_dwellings_2024-25: -1.663 | urban_renewal_score: -1.626 | erp_change_pct: -1.206,81,6.0
602011045,Ravenswood,TAS,Launceston and North East,1.0218234677471658,2181,0,0.0016606423432546516,1.0201265844292935,2179,total_dwellings_2024-25: -1.798 | urban_renewal_score: -1.661 | erp_change_pct: -1.184,78,0.0
701021016,Coconut Grove,NT,Darwin,1.017299186475637,2183,0,0.00043442389880229813,1.0168572473967998,2180,total_dwellings_2024-25: -1.757 | urban_renewal_score: -1.639 | erp_change_pct: -1.201,85,2.3
216031418,Shepparton Surrounds - East,VIC,Shepparton,1.0176967547036588,2182,0,0.0016516398834558418,1.0160158861543267,2181,total_dwellings_2024-25: -1.688 | urban_renewal_score: -1.677 | erp_change_pct: -1.202,65,20.0
601021009,Mornington - Warrane,TAS,Hobart,1.0143064405939457,2184,0,0.004263039428544687,1.009982412245067,2182,total_dwellings_2024-25: -1.753 | urban_renewal_score: -1.703 | erp_change_pct: -1.199,72,5.9
509021237,Cunderdin,WA,Western Australia - Wheat Belt,1.005746938395872,2185,0,0.0012428243259056835,1.0044969716351284,2183,total_dwellings_2024-25: -1.683 | urban_renewal_score: -1.598 | erp_change_pct: -1.171,73,11.5
509021238,Dowerin,WA,Western Australia - Wheat Belt,0.9990697330343296,2187,0,0.0010704152911266192,0.9980003135151878,2184,total_dwellings_2024-25: -1.695 | urban_renewal_score: -1.597 | erp_change_pct: -1.176,73,11.5
128021609,Woronora Heights,NSW,Sydney - Sutherland,0.996450746909539,2188,0,0.00011383794816174108,0.9963373130010666,2185,total_dwellings_2024-25: -1.775 | urban_renewal_score: -1.664 | lot_approvals_2yr: -1.026,51,29.4
602011043,Norwood (Tas.),TAS,Launceston and North East,0.9956800472839136,2189,0,0.0016334107874137885,0.9940536927538673,2186,total_dwellings_2024-25: -1.666 | urban_renewal_score: -1.630 | erp_change_pct: -1.201,78,0.0
216011410,Rushworth,VIC,Shepparton,0.995281833558884,2190,0,0.002153898670946783,0.9931380973403641,2187,total_dwellings_2024-25: -1.741 | urban_renewal_score: -1.667 | erp_change_pct: -1.176,65,20.0
202011018,Bendigo,VIC,Bendigo,1.0051428142333645,2186,0,0.014060202940379792,0.9910103022811789,2188,total_dwellings_2024-25: -2.092 | erp_change_pct: -1.448 | lot_approvals_2yr: -1.192,42,31.2
602011036,Invermay,TAS,Launceston and North East,0.990801049045156,2192,0,0.00201973628222724,0.9887998922179306,2189,total_dwellings_2024-25: -1.758 | urban_renewal_score: -1.710 | erp_change_pct: -1.200,78,0.0
801041034,Amaroo,ACT,Australian Capital Territory,0.98812301379491,2193,0,0.0007432316034838976,0.9873886095429278,2190,total_dwellings_2024-25: -1.884 | urban_renewal_score: -1.638 | erp_change_pct: -1.208,81,6.0
109011174,Albury - South,NSW,Murray,0.9950446365765632,2191,0,0.009585131479610945,0.9855070029068951,2191,erp_change_pct: -1.718 | urban_renewal_score: -1.553 | lot_approvals_2yr: -0.890,69,14.3
801071071,Banks,ACT,Australian Capital Territory,0.9843116215875322,2194,0,0.00011006678318030196,0.9842032815736971,2192,total_dwellings_2024-25: -1.750 | urban_renewal_score: -1.660 | erp_change_pct: -1.180,81,6.0
103031073,Mudgee Surrounds - East,NSW,Central West,0.9814464800488047,2196,0,0.0012891018268738866,0.9801812955983948,2193,total_dwellings_2024-25: -1.758 | urban_renewal_score: -1.653 | lot_approvals_2yr: -0.999,80,4.3
116031314,Glendenning - Dean Park,NSW,Sydney - Blacktown,0.9815780039953648,2195,0,0.0037670703685706306,0.9778803305820731,2194,total_dwellings_2024-25: -1.684 | urban_renewal_score: -1.650 | erp_change_pct: -1.212,35,25.0
215031401,Gannawarra,VIC,North West,0.9756102007039532,2197,0,0.00328322952919087,0.9724070484840222,2195,total_dwellings_2024-25: -1.687 | urban_renewal_score: -1.624 | erp_change_pct: -1.206,87,0.0
702041063,East Arnhem,NT,Northern Territory - Outback,0.9658292092853056,2198,0,0.0009581418151277297,0.9649038079336175,2196,total_dwellings_2024-25: -1.734 | urban_renewal_score: -1.609 | erp_change_pct: -1.178,83,0.0
403031065,Belair,SA,Adelaide - South,0.958713091787097,2199,0,0.0017251390516772355,0.9570591783931008,2197,total_dwellings_2024-25: -1.689 | urban_renewal_score: -1.636 | erp_change_pct: -1.186,47,22.9
407031160,Berri,SA,South Australia - South East,0.9581631921112718,2200,0,0.0018921523667975548,0.9563502013595402,2198,total_dwellings_2024-25: -1.686 | urban_renewal_score: -1.603 | erp_change_pct: -1.184,63,17.9
407031163,Loxton Surrounds,SA,South Australia - South East,0.95602360467916,2201,0,0.0010170275068316509,0.955051302376021,2199,total_dwellings_2024-25: -1.726 | urban_renewal_score: -1.683 | erp_change_pct: -1.135,63,17.9
801071084,Monash,ACT,Australian Capital Territory,0.9546076973342132,2203,0,0.002072526143494985,0.9526292479247066,2200,total_dwellings_2024-25: -1.668 | urban_renewal_score: -1.634 | erp_change_pct: -1.190,81,6.0
110021193,Inverell Surrounds - West,NSW,New England and North West,0.9548317930640648,2202,0,0.00299589240092363,0.9519712197510639,2201,total_dwellings_2024-25: -1.668 | urban_renewal_score: -1.643 | erp_change_pct: -1.199,74,15.0
119011355,Chullora,NSW,Sydney - Inner South West,1.1481165665971311,2133,0,0.17102082773755176,0.9517647210384937,2202,total_dwellings_2024-25: -2.073 | urban_renewal_score: -1.749 | lot_approvals_2yr: -1.134,28,29.3
801041038,Forde,ACT,Australian Capital Territory,0.946939296961856,2204,0,0.004236967189372621,0.942927146230301,2203,total_dwellings_2024-25: -1.884 | urban_renewal_score: -1.645 | erp_change_pct: -1.201,81,6.0
217011420,Glenelg (Vic.),VIC,Warrnambool and South West,0.9452434301022248,2205,0,0.0036620819309538563,0.9417818712164946,2204,total_dwellings_2024-25: -1.673 | urban_renewal_score: -1.640 | erp_change_pct: -1.209,79,7.1
307011171,Balonne,QLD,Darling Downs - Maranoa,0.9399989581724458,2207,0,0.0006690429834782892,0.9393700584650037,2205,total_dwellings_2024-25: -1.675 | urban_renewal_score: -1.596 | erp_change_pct: -1.170,75,0.0
211051274,Belgrave - Selby,VIC,Melbourne - Outer East,0.9375257895562992,2208,0,0.0020092308752652143,0.9356420837935653,2206,urban_renewal_score: -1.648 | total_dwellings_2024-25: -1.622 | erp_change_pct: -1.192,48,27.5
801111141,Namadgi,ACT,Australian Capital Territory,0.940821085055503,2206,0,0.007021189404723523,0.9342154020213708,2207,total_dwellings_2024-25: -2.052 | urban_renewal_score: -1.664 | erp_change_pct: -1.214,81,6.0
128011605,Lilli Pilli - Port Hacking - Dolans Bay,NSW,Sydney - Sutherland,0.9364723746609704,2209,0,0.002851801491659812,0.933801741346014,2208,urban_renewal_score: -1.721 | total_dwellings_2024-25: -1.699 | erp_change_pct: -1.186,51,29.4
701021023,Millner,NT,Darwin,0.9344181164649245,2210,0,0.001201456149883338,0.9332954540723353,2209,total_dwellings_2024-25: -1.701 | urban_renewal_score: -1.603 | erp_change_pct: -1.184,85,2.3
109031180,Corowa,NSW,Murray,0.9337962611510732,2211,0,0.0013096180573567964,0.9325733447055775,2210,total_dwellings_2024-25: -1.679 | urban_renewal_score: -1.599 | erp_change_pct: -1.192,69,14.3
701021030,Wulagi,NT,Darwin,0.926186827177949,2212,0,0.0,0.926186827177949,2211,total_dwellings_2024-25: -1.745 | urban_renewal_score: -1.649 | erp_change_pct: -1.185,85,2.3
604031095,Smithton,TAS,West and North West,0.9241391908150582,2213,0,0.0028944102342950673,0.92146435288325,2212,total_dwellings_2024-25: -1.717 | urban_renewal_score: -1.615 | erp_change_pct: -1.185,82,0.0
217031471,Camperdown,VIC,Warrnambool and South West,0.9234177727138624,2214,0,0.0038433477540484587,0.9198687570910541,2213,total_dwellings_2024-25: -1.640 | urban_renewal_score: -1.636 | erp_change_pct: -1.202,79,7.1
315031409,Charleville,QLD,Queensland - Outback,0.9181292437754138,2215,0,0.0004781928447087205,0.9176902009405226,2214,total_dwellings_2024-25: -1.681 | urban_renewal_score: -1.596 | erp_change_pct: -1.117,84,5.6
101031013,Bombala,NSW,Capital Region,0.9157007450463824,2216,0,0.0030590506823554653,0.9128995700574148,2215,total_dwellings_2024-25: -1.698 | urban_renewal_score: -1.615 | erp_change_pct: -1.186,54,18.5
509031247,Kulin,WA,Western Australia - Wheat Belt,0.9140766480592806,2217,0,0.001336788220751658,0.9128547211632908,2216,total_dwellings_2024-25: -1.714 | urban_renewal_score: -1.658 | lot_approvals_2yr: -0.998,73,11.5
801081097,Waramanga,ACT,Australian Capital Territory,0.911499232455921,2218,0,0.0004723091123059739,0.9110687230625721,2217,total_dwellings_2024-25: -1.720 | urban_renewal_score: -1.651 | erp_change_pct: -1.187,81,6.0
315011401,Torres,QLD,Queensland - Outback,0.9067605005309786,2219,0,0.0020929943864885807,0.9048626558934777,2218,total_dwellings_2024-25: -1.673 | urban_renewal_score: -1.626 | erp_change_pct: -1.190,84,5.6
801071090,Wanniassa,ACT,Australian Capital Territory,0.9023068127306884,2220,0,0.0030138626749328847,0.8995873839064616,2219,urban_renewal_score: -1.664 | total_dwellings_2024-25: -1.647 | erp_change_pct: -1.190,81,6.0
128021608,Loftus - Yarrawarrah,NSW,Sydney - Sutherland,0.8906768007811493,2222,0,0.003101118166480268,0.8879147067737844,2220,urban_renewal_score: -1.674 | total_dwellings_2024-25: -1.647 | erp_change_pct: -1.134,51,29.4
210051248,Melbourne Airport,VIC,Melbourne - North West,0.8840971118113723,2224,0,0.0014735648701983512,0.8827943373655632,2221,total_dwellings_2024-25: -1.666 | urban_renewal_score: -1.612 | erp_change_pct: -1.182,26,26.3
801041037,Crace,ACT,Australian Capital Territory,0.893249716852728,2221,0,0.012636224039711928,0.8819624133071677,2222,total_dwellings_2024-25: -1.898 | urban_renewal_score: -1.641 | erp_change_pct: -1.213,81,6.0
103011612,Bathurst - South,NSW,Central West,0.8847864007289142,2223,0,0.00773420895054411,0.877943277829077,2223,urban_renewal_score: -1.683 | total_dwellings_2024-25: -1.657 | erp_change_pct: -1.314,80,4.3
115011554,Castle Hill - East,NSW,Sydney - Baulkham Hills and Hawkesbury,0.8759723559792798,2225,0,0.0016404804373916684,0.8745353404656,2224,total_dwellings_2024-25: -1.660 | urban_renewal_score: -1.650 | erp_change_pct: -1.191,38,35.0
801011024,Scullin,ACT,Australian Capital Territory,0.8757777560938962,2226,0,0.002357254408405053,0.8737133251175607,2225,total_dwellings_2024-25: -1.747 | urban_renewal_score: -1.650 | erp_change_pct: -1.201,81,6.0
801041045,Mitchell,ACT,Australian Capital Territory,0.8656306175428219,2228,0,0.0,0.8656306175428219,2226,total_dwellings_2024-25: -2.073 | urban_renewal_score: -1.627 | erp_change_pct: -1.197,81,6.0
602011038,Launceston,TAS,Launceston and North East,0.8669674645743306,2227,0,0.0024086880931342126,0.8648792103652757,2227,total_dwellings_2024-25: -1.712 | urban_renewal_score: -1.641 | erp_change_pct: -1.211,78,0.0
511041285,Geraldton,WA,Western Australia - Outback (South),0.8647084938391103,2229,0,0.004200125205746081,0.8610766098985139,2228,urban_renewal_score: -1.698 | total_dwellings_2024-25: -1.660 | erp_change_pct: -1.196,77,5.3
318021481,Kirwan - East,QLD,Townsville,0.8608717138916386,2230,0,0.0014915077041808664,0.8595877170980579,2229,total_dwellings_2024-25: -1.681 | urban_renewal_score: -1.608 | erp_change_pct: -1.179,68,12.1
102011033,Kariong,NSW,Central Coast,0.8573366691699998,2231,0,0.0012991307854171702,0.8562228767096141,2230,total_dwellings_2024-25: -1.653 | urban_renewal_score: -1.629 | erp_change_pct: -1.190,60,20.0
318021472,Cranbrook,QLD,Townsville,0.8550042182534423,2232,0,0.0,0.8550042182534423,2231,total_dwellings_2024-25: -1.812 | urban_renewal_score: -1.666 | lot_approvals_2yr: -0.973,68,12.1
204031071,Myrtleford,VIC,Hume,0.8533868746860896,2233,0,0.002634104542185521,0.8511389644432376,2232,total_dwellings_2024-25: -1.660 | urban_renewal_score: -1.627 | erp_change_pct: -1.200,59,8.7
110021192,Inverell Surrounds - East,NSW,New England and North West,0.850536026988203,2235,0,0.0019737544025158573,0.8488572777604366,2233,total_dwellings_2024-25: -1.648 | urban_renewal_score: -1.624 | erp_change_pct: -1.177,74,15.0
102011030,Calga - Kulnura,NSW,Central Coast,0.848677612534207,2236,0,0.001970145665856366,0.8470055940141634,2234,total_dwellings_2024-25: -1.647 | urban_renewal_score: -1.603 | erp_change_pct: -1.194,60,20.0
405021118,Goyder,SA,Barossa - Yorke - Mid North,0.8399232125597286,2237,0,0.0015128740270725042,0.8386525145467117,2235,total_dwellings_2024-25: -1.690 | urban_renewal_score: -1.609 | erp_change_pct: -1.176,67,5.3
404021103,Torrens Island,SA,Adelaide - West,0.8363636363636364,2239,0,0.0,0.8363636363636364,2236,total_dwellings_2024-25: -1.819 | urban_renewal_score: -1.607 | erp_change_pct: -1.166,14,60.0
127011592,Badgerys Creek,NSW,Sydney - South West,0.8363636363636364,2238,0,0.0,0.8363636363636364,2236,total_dwellings_2024-25: -1.709 | urban_renewal_score: -1.599 | erp_change_pct: -1.173,20,35.3
801011007,Evatt,ACT,Australian Capital Territory,0.8325470159243414,2240,0,0.0020456482578805725,0.8308439175716121,2238,total_dwellings_2024-25: -1.681 | urban_renewal_score: -1.659 | erp_change_pct: -1.202,81,6.0
213011331,Delahey,VIC,Melbourne - West,0.8263477993931879,2241,0,0.0014823779657067025,0.8251228396233572,2239,total_dwellings_2024-25: -1.652 | urban_renewal_score: -1.589 | erp_change_pct: -1.202,8,37.7
701021022,Malak - Marrara,NT,Darwin,0.8250432154276327,2242,0,0.0,0.8250432154276327,2240,total_dwellings_2024-25: -1.671 | urban_renewal_score: -1.594 | erp_change_pct: -1.177,85,2.3
108051171,Wingham,NSW,Mid North Coast,0.816508772317624,2243,0,0.0020414891304641526,0.8148418785340089,2241,total_dwellings_2024-25: -1.679 | urban_renewal_score: -1.605 | erp_change_pct: -1.201,50,22.7
315031411,Far South West,QLD,Queensland - Outback,0.8130973587036917,2244,0,0.0009714212652318166,0.8123074986387431,2242,total_dwellings_2024-25: -1.709 | urban_renewal_score: -1.584 | erp_change_pct: -1.173,84,5.6
511041290,Meekatharra,WA,Western Australia - Outback (South),0.8073318613493461,2246,0,0.0010048711949109028,0.8065205968171424,2243,total_dwellings_2024-25: -1.797 | urban_renewal_score: -1.618 | erp_change_pct: -1.172,77,5.3
601031016,Derwent Park - Lutana,TAS,Hobart,0.8078822328498567,2245,0,0.0029725359258417224,0.8054807738888613,2244,total_dwellings_2024-25: -1.726 | urban_renewal_score: -1.665 | erp_change_pct: -1.197,72,5.9
209031210,Hurstbridge,VIC,Melbourne - North East,0.8052345998271209,2247,0,0.0009022785437056387,0.8045080539250474,2245,total_dwellings_2024-25: -1.630 | urban_renewal_score: -1.622 | erp_change_pct: -1.167,32,31.0
215021398,Mildura Surrounds,VIC,North West,0.8025967677692155,2248,0,0.0010463840280174855,0.8017569433304833,2246,total_dwellings_2024-25: -1.766 | urban_renewal_score: -1.687 | lot_approvals_2yr: -0.991,87,0.0
801041048,Palmerston,ACT,Australian Capital Territory,0.8005199095550553,2249,0,6.0007967738561036e-05,0.8004718719821486,2247,total_dwellings_2024-25: -1.681 | urban_renewal_score: -1.623 | erp_change_pct: -1.195,81,6.0
110011189,Walcha,NSW,New England and North West,0.79927378382768,2250,0,0.001215812243979862,0.7983020169750102,2248,total_dwellings_2024-25: -1.733 | urban_renewal_score: -1.648 | lot_approvals_2yr: -1.006,74,15.0
125031486,Smithfield Industrial,NSW,Sydney - Parramatta,0.7963203828071169,2251,0,0.0,0.7963203828071169,2249,total_dwellings_2024-25: -2.011 | urban_renewal_score: -1.626 | erp_change_pct: -1.192,12,41.2
109021179,Wentworth-Balranald Region,NSW,Murray,0.7885300657900629,2252,0,0.0012206643533769527,0.7875675352471869,2250,total_dwellings_2024-25: -1.706 | urban_renewal_score: -1.632 | erp_change_pct: -1.118,69,14.3
216011409,Rochester,VIC,Shepparton,0.7856081418665708,2253,0,0.0029657724467598403,0.7832782068854727,2251,total_dwellings_2024-25: -1.666 | urban_renewal_score: -1.625 | erp_change_pct: -1.193,65,20.0
701041039,Gray,NT,Darwin,0.7819317313707049,2255,0,0.0,0.7819317313707049,2252,total_dwellings_2024-25: -1.684 | urban_renewal_score: -1.593 | erp_change_pct: -1.178,85,2.3
104021087,Dorrigo,NSW,Coffs Harbour - Grafton,0.7825377132925556,2254,0,0.0015004781136770133,0.7813635325806333,2253,total_dwellings_2024-25: -1.684 | urban_renewal_score: -1.613 | erp_change_pct: -1.201,46,25.0
208031184,Braeside,VIC,Melbourne - Inner South,0.781494188064044,2256,0,0.005529933589123337,0.777172577103764,2254,total_dwellings_2024-25: -1.848 | urban_renewal_score: -1.564 | erp_change_pct: -1.219,6,55.2
801011022,Melba,ACT,Australian Capital Territory,0.7772346211195552,2257,0,0.0006308137576779994,0.7767443308276093,2255,total_dwellings_2024-25: -1.729 | urban_renewal_score: -1.658 | erp_change_pct: -1.191,81,6.0
212021454,Endeavour Hills - South,VIC,Melbourne - South East,0.7765264757558831,2258,0,0.002067794249753445,0.7749207787745337,2256,urban_renewal_score: -1.689 | total_dwellings_2024-25: -1.625 | erp_change_pct: -1.165,19,44.6
310041298,Carole Park,QLD,Ipswich,0.774721526633731,2260,0,0.0,0.774721526633731,2257,total_dwellings_2024-25: -2.022 | urban_renewal_score: -1.576 | erp_change_pct: -1.192,33,33.3
315011397,Croydon - Etheridge,QLD,Queensland - Outback,0.7748665411865915,2259,0,0.00033475817351823623,0.7746071482785435,2258,total_dwellings_2024-25: -1.679 | urban_renewal_score: -1.585 | erp_change_pct: -1.159,84,5.6
702011050,Petermann - Simpson,NT,Northern Territory - Outback,0.772190382802646,2261,0,0.00021324296009630464,0.7720257186396592,2259,total_dwellings_2024-25: -1.663 | urban_renewal_score: -1.581 | erp_change_pct: -1.166,83,0.0
801011005,Cook,ACT,Australian Capital Territory,0.752263071002096,2262,0,0.0007903222396956234,0.7516685407669813,2260,total_dwellings_2024-25: -1.676 | urban_renewal_score: -1.626 | erp_change_pct: -1.187,81,6.0
604011075,Acton - Upper Burnie,TAS,West and North West,0.7496021139938346,2263,0,0.0005731942288732252,0.7491724463881422,2261,total_dwellings_2024-25: -1.738 | urban_renewal_score: -1.644 | erp_change_pct: -1.178,82,0.0
215031403,Robinvale,VIC,North West,0.7495015029822097,2264,0,0.0028044169195416135,0.7473995882860246,2262,total_dwellings_2024-25: -1.697 | urban_renewal_score: -1.655 | erp_change_pct: -1.188,87,0.0
109031183,Deniliquin Surrounds,NSW,Murray,0.7488667209822398,2265,0,0.0036527271158143977,0.7461313152043769,2263,total_dwellings_2024-25: -1.678 | urban_renewal_score: -1.646 | erp_change_pct: -1.179,69,14.3
308031221,Shoalwater Bay,QLD,Central Queensland,0.7430614407667955,2266,0,0.007195576236449644,0.7377146855213919,2264,total_dwellings_2024-25: -2.054 | urban_renewal_score: -1.693 | erp_change_pct: -1.219,66,11.8
602011051,West Launceston,TAS,Launceston and North East,0.7376106356065282,2267,0,0.001796238656076747,0.7362857108697184,2265,total_dwellings_2024-25: -1.691 | urban_renewal_score: -1.617 | erp_change_pct: -1.205,78,0.0
406021140,Quorn - Lake Gilles,SA,South Australia - Outback,0.7351238267130655,2268,0,0.0009183709317019399,0.7344487103594107,2266,total_dwellings_2024-25: -1.697 | urban_renewal_score: -1.611 | erp_change_pct: -1.178,88,0.0
407021155,Naracoorte Surrounds,SA,South Australia - South East,0.7297184403840606,2269,0,0.0005403693691776891,0.729324122890753,2267,total_dwellings_2024-25: -1.699 | urban_renewal_score: -1.668 | erp_change_pct: -1.182,63,17.9
509021242,Mukinbudin,WA,Western Australia - Wheat Belt,0.7228724463713971,2270,0,0.0010733232535236534,0.7220965705653752,2268,total_dwellings_2024-25: -1.751 | urban_renewal_score: -1.640 | lot_approvals_2yr: -0.998,73,11.5
701021028,Wagaman,NT,Darwin,0.7184380401562005,2271,0,0.0,0.7184380401562005,2269,total_dwellings_2024-25: -1.710 | urban_renewal_score: -1.606 | erp_change_pct: -1.180,85,2.3
128021534,Illawong - Alfords Point,NSW,Sydney - Sutherland,0.7177732151854881,2272,0,0.0008399449458775899,0.7171703252011067,2270,urban_renewal_score: -1.652 | total_dwellings_2024-25: -1.634 | erp_change_pct: -1.176,51,29.4
701011009,Woolner - Bayview - Winnellie,NT,Darwin,0.7096107570891262,2273,0,0.0013556055337722427,0.7086488048199919,2271,total_dwellings_2024-25: -1.827 | urban_renewal_score: -1.585 | erp_change_pct: -1.205,85,2.3
117011634,Eastlakes,NSW,Sydney - City and Inner South,0.7082364374597816,2276,0,0.0052896638022834775,0.7044901048130924,2272,urban_renewal_score: -1.686 | total_dwellings_2024-25: -1.624 | erp_change_pct: -1.277,36,22.2
128021537,Royal National Park,NSW,Sydney - Sutherland,0.709090909090909,2274,0,0.010095331959087258,0.7019324009744653,2273,total_dwellings_2024-25: -2.042 | urban_renewal_score: -1.660 | erp_change_pct: -1.222,51,29.4
105011094,Coonamble,NSW,Far West and Orana,0.7022241727087025,2277,0,0.0011507087814710772,0.7014161171866053,2274,total_dwellings_2024-25: -1.688 | urban_renewal_score: -1.601 | erp_change_pct: -1.158,86,6.7
701021017,East Arm,NT,Darwin,0.709090909090909,2275,0,0.0164080942967526,0.6974560785895754,2275,total_dwellings_2024-25: -2.041 | urban_renewal_score: -1.654 | erp_change_pct: -1.223,85,2.3
215031405,Swan Hill Surrounds,VIC,North West,0.6946658837485925,2278,0,0.0019949713495775578,0.693280045212985,2276,total_dwellings_2024-25: -1.666 | urban_renewal_score: -1.616 | erp_change_pct: -1.195,87,0.0
701021027,Tiwi,NT,Darwin,0.6929283396563424,2279,0,0.0001786302965180957,0.6928045616615638,2277,total_dwellings_2024-25: -1.706 | urban_renewal_score: -1.589 | erp_change_pct: -1.178,85,2.3
801031031,Hume,ACT,Australian Capital Territory,0.6889442999231554,2280,0,0.001661121509337571,0.6877998797278175,2278,total_dwellings_2024-25: -1.867 | urban_renewal_score: -1.562 | erp_change_pct: -1.214,81,6.0
110031197,Narrabri,NSW,New England and North West,0.6846545901035092,2281,0,0.0026046375765598657,0.6828713130311614,2279,total_dwellings_2024-25: -1.677 | urban_renewal_score: -1.619 | erp_change_pct: -1.188,74,15.0
801011018,Lawson,ACT,Australian Capital Territory,0.8521918952063552,2234,0,0.2,0.6817535161650842,2280,total_dwellings_2024-25: -2.034 | urban_renewal_score: -1.666 | erp_change_pct: -1.168,81,6.0
701041040,Moulden,NT,Darwin,0.6786823181861789,2282,0,5.762924784980083e-05,0.6786432062346528,2281,total_dwellings_2024-25: -1.710 | urban_renewal_score: -1.572 | erp_change_pct: -1.174,85,2.3
801071081,Isabella Plains,ACT,Australian Capital Territory,0.6531453541263533,2284,0,0.00044207768749646425,0.6528566131386021,2282,total_dwellings_2024-25: -1.659 | urban_renewal_score: -1.606 | erp_change_pct: -1.191,81,6.0
215011389,Horsham Surrounds,VIC,North West,0.6499357204860413,2285,0,0.0013338317603979084,0.64906881557984,2283,total_dwellings_2024-25: -1.661 | urban_renewal_score: -1.627 | erp_change_pct: -1.194,87,0.0
701021019,Karama,NT,Darwin,0.6481429300451644,2286,0,0.0004950206259945257,0.6478220859261996,2284,total_dwellings_2024-25: -1.705 | urban_renewal_score: -1.595 | erp_change_pct: -1.190,85,2.3
507031172,Hope Valley - Postans,WA,Perth - South West,0.6436795707409764,2287,0,0.0,0.6436795707409764,2285,total_dwellings_2024-25: -1.768 | urban_renewal_score: -1.637 | erp_change_pct: -1.173,31,33.3
